!Month,!Previous Year,__Id,Area Name,Area Type,Date,Date (Month / Year),Date (Months),Month,Seasonally Adjusted Y N,Status Preliminary Final,Year,Employment,Labor Force,Number of Records,Unemployment,Unemployment Rate
5/1/20,12/31/19,row-4vqu.dqag.3f29,San Joaquin County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,279400,311900,1,32500,0.104
5/1/20,12/31/19,row-gdpr-ky9t-jard,San Luis Obispo County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,134400,142300,1,7800,0.055
5/1/20,12/31/19,row-8uqe~e4rh~xt44,San Mateo County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,405900,424000,1,18100,0.043
5/1/20,12/31/19,row-itgk-p5uf~r39d,Santa Barbara County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,207000,219700,1,12600,0.058
5/1/20,12/31/19,row-eyzz.7bk6_9ctn,Santa Clara County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,937000,988700,1,51700,0.052
5/1/20,12/31/19,row-4h8e~msnx_yuyg,Santa Cruz County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,135000,146100,1,11100,0.076
5/1/20,12/31/19,row-xanc_fwax.yvt5,Shasta County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,68200,75300,1,7000,0.093
5/1/20,12/31/19,row-hymi~dakd-yj4n,Sierra County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,1360,1480,1,130,0.085
5/1/20,12/31/19,row-dv9t.2be3~fsvs,Siskiyou County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,16590,18370,1,1780,0.097
5/1/20,12/31/19,row-jut3_d9tm~tmsv,Solano County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,187500,202800,1,15300,0.075
5/1/20,12/31/19,row-vswd-ipsq~xtrj,Sonoma County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,242600,257100,1,14500,0.056
5/1/20,12/31/19,row-rpig~hp8v-hbi5,Stanislaus County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,214300,241300,1,27000,0.112
5/1/20,12/31/19,row-qpby-ti6p_c23t,Sutter County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,39400,45000,1,5600,0.124
5/1/20,12/31/19,row-rpss-z86c-rfqy,Tehama County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,22860,25280,1,2420,0.096
5/1/20,12/31/19,row-pkxf~u9zx~337g,Trinity County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,5020,5460,1,440,0.081
5/1/20,12/31/19,row-6sgy.zpir-wub5,Tulare County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,174900,199600,1,24700,0.124
5/1/20,12/31/19,row-jcjx_jdwf-vgsm,Tuolumne County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,19950,21770,1,1830,0.084
5/1/20,12/31/19,row-u2a8-x9fp_icmg,Ventura County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,400200,428000,1,27800,0.065
5/1/20,12/31/19,row-2ebx.m8dc.3qz4,Yolo County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,95700,103100,1,7400,0.071
5/1/20,12/31/19,row-mfr7_2mmk-8pfz,Yuba County,County,6/1/14 0:00,Jun-14,Jun-14,June,N,Final,2014,25000,28100,1,3100,0.11
5/1/20,12/31/19,row-wt32-q2gu_pd5z,Alameda County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,778700,818600,1,39900,0.049
5/1/20,12/31/19,row-dxx7_ekih-dq3a,Alpine County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,480,520,1,50,0.088
5/1/20,12/31/19,row-nbs6_jn7w.pgjg,Amador County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,13570,14510,1,940,0.065
5/1/20,12/31/19,row-edyg.yxd2~w596,Butte County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,93300,100900,1,7500,0.075
5/1/20,12/31/19,row-qc88_tpmx~jyuj,Calaveras County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,19460,20790,1,1340,0.064
5/1/20,12/31/19,row-na5v-higq_n7s3,Colusa County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,9720,11170,1,1450,0.129
5/1/20,12/31/19,row-9eyw_7x93~vj9p,Contra Costa County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,516300,544500,1,28300,0.052
5/1/20,12/31/19,row-2xdx_j35d_9p5k,Del Norte County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,9250,10080,1,830,0.083
5/1/20,12/31/19,row-byb7~b2e8.ckxu,El Dorado County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,82900,88000,1,5100,0.058
5/1/20,12/31/19,row-d74b.isv7.jet6,Fresno County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,400200,444300,1,44200,0.099
5/1/20,12/31/19,row-n8pp~bszg.mr9v,Glenn County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,11690,12850,1,1150,0.09
5/1/20,12/31/19,row-5ff4_pecf.acv5,Humboldt County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,58800,62300,1,3500,0.056
5/1/20,12/31/19,row-7a6g-s9is~n7eb,Imperial County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,58500,77800,1,19300,0.248
5/1/20,12/31/19,row-yaji.bem7~29n6,Inyo County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,8780,9280,1,500,0.054
5/1/20,12/31/19,row-787j.jq28-h87a,Kern County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,348100,389300,1,41200,0.106
5/1/20,12/31/19,row-txux_dfer_dkpz,Kings County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,51900,58000,1,6100,0.105
5/1/20,12/31/19,row-66i4.j4ny_sjc8,Lake County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,27110,29240,1,2140,0.073
5/1/20,12/31/19,row-2qpr_inrk~ba5m,Lassen County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,10050,10770,1,730,0.067
5/1/20,12/31/19,row-2gan~gtde.nph5,Los Angeles County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,4632700,4971600,1,338900,0.068
5/1/20,12/31/19,row-mw6g~r4qp-ztsq,Madera County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,54000,60200,1,6200,0.103
5/1/20,12/31/19,row-2vem~umr5~7u6d,Marin County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,134000,139000,1,5000,0.036
5/1/20,12/31/19,row-rwe7~6isw-juuu,Mariposa County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,8140,8640,1,500,0.058
5/1/20,12/31/19,row-vrws-c447-6s5b,Mendocino County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,38220,40440,1,2220,0.055
5/1/20,12/31/19,row-8nev.wgg3-mcn7,Merced County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,101900,114600,1,12700,0.111
5/1/20,12/31/19,row-vk8t-3ksg~kqt9,Modoc County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,3260,3520,1,270,0.075
5/1/20,12/31/19,row-mtxj_82dk.35mi,Mono County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,7560,8120,1,550,0.068
5/1/20,12/31/19,row-hx54.tuem-cf9g,Monterey County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,212500,227400,1,15000,0.066
5/1/20,12/31/19,row-z7zd_gjnq.ftrj,Napa County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,71700,74900,1,3200,0.043
5/1/20,12/31/19,row-ur4h~ji3d.yuw4,Nevada County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,45700,48310,1,2610,0.054
5/1/20,12/31/19,row-m6zt.gsfc~k4sv,Orange County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,1507500,1580100,1,72500,0.046
5/1/20,12/31/19,row-8p9n_axca.mpvp,Placer County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,167500,176600,1,9100,0.052
5/1/20,12/31/19,row-in9n-8tf2.v3yt,Plumas County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,7600,8320,1,720,0.086
5/1/20,12/31/19,row-2ti3.jh9y.73k7,Riverside County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,957500,1028400,1,70900,0.069
5/1/20,12/31/19,row-cetg.hx7n_zjtr,Sacramento County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,644000,686100,1,42100,0.061
5/1/20,12/31/19,row-wvqd_7vh8.j7ae,San Benito County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,27700,29900,1,2200,0.074
5/1/20,12/31/19,row-m35x_bhps.awfz,San Bernardino County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,852100,914200,1,62100,0.068
5/1/20,12/31/19,row-6kyh.dnmq.tcw4,San Diego County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,1465400,1547600,1,82200,0.053
5/1/20,12/31/19,row-7fys.47cd~45k2,San Francisco County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,518400,538700,1,20300,0.038
5/1/20,12/31/19,row-2vrr_ski6~pmtc,San Joaquin County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,286700,314800,1,28100,0.089
5/1/20,12/31/19,row-ebzc_ey9p-zpmz,San Luis Obispo County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,134300,140900,1,6700,0.047
5/1/20,12/31/19,row-7z4d_aubn.c2kp,San Mateo County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,416700,432000,1,15300,0.035
5/1/20,12/31/19,row-ksem.nw2x~vuzh,Santa Barbara County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,208200,219100,1,11000,0.05
5/1/20,12/31/19,row-dss5~wtnx.3as5,Santa Clara County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,971600,1014600,1,43000,0.042
5/1/20,12/31/19,row-sxas-fphg-5ur8,Santa Cruz County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,136900,146500,1,9600,0.065
5/1/20,12/31/19,row-wker-ajtu.ryfc,Shasta County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,69000,74700,1,5700,0.076
5/1/20,12/31/19,row-zvrt_7d57~wb52,Sierra County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,1300,1410,1,110,0.08
5/1/20,12/31/19,row-rxjk.h6nf~gxk7,Siskiyou County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,16840,18370,1,1530,0.083
5/1/20,12/31/19,row-rypw~vjuc_29x7,Solano County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,192400,205200,1,12800,0.062
5/1/20,12/31/19,row-9qat~56ye_af6w,Sonoma County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,246200,258000,1,11800,0.046
5/1/20,12/31/19,row-7iwv_i56q-j8cf,Stanislaus County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,217000,240600,1,23600,0.098
5/1/20,12/31/19,row-unav.akk8~u9yg,Sutter County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,40500,45300,1,4800,0.106
5/1/20,12/31/19,row-mj2q-gazm~ydcu,Tehama County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,23180,25200,1,2020,0.08
5/1/20,12/31/19,row-iwui~5ffa~ny7j,Trinity County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,5000,5380,1,370,0.069
5/1/20,12/31/19,row-y66p-s9u2.m3nd,Tulare County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,181300,204200,1,22900,0.112
5/1/20,12/31/19,row-exsf.2r64.7cy6,Tuolumne County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,20210,21720,1,1510,0.069
5/1/20,12/31/19,row-7ju2_4q3g-jjfn,Ventura County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,402300,426100,1,23900,0.056
5/1/20,12/31/19,row-223r.nm4e-uqet,Yolo County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,97900,104500,1,6600,0.063
5/1/20,12/31/19,row-4hyk~vf5s-uka3,Yuba County,County,6/1/15 0:00,Jun-15,Jun-15,June,N,Final,2015,25200,27800,1,2600,0.093
5/1/20,12/31/19,row-cwf3-348n.hssa,Alameda County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,792500,830000,1,37600,0.045
5/1/20,12/31/19,row-4k3a_mecr~ajfg,Alpine County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,460,490,1,40,0.077
5/1/20,12/31/19,row-wtbr_6b2n~fwfs,Amador County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,13900,14740,1,850,0.057
5/1/20,12/31/19,row-eb7q~x9kz.idet,Butte County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,94000,101000,1,7000,0.069
5/1/20,12/31/19,row-7h6j-8ypa.r3qd,Calaveras County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,19760,20960,1,1190,0.057
5/1/20,12/31/19,row-iibn_275s.ckb5,Colusa County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,9720,11150,1,1430,0.128
5/1/20,12/31/19,row-83i3.fxa5~33vn,Contra Costa County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,526000,552100,1,26100,0.047
5/1/20,12/31/19,row-e25s_kwwr-csui,Del Norte County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,9270,9970,1,700,0.07
5/1/20,12/31/19,row-s5cm.99sa_xevi,El Dorado County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,84200,88800,1,4600,0.052
5/1/20,12/31/19,row-t6zi~7nah~pkeq,Fresno County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,406800,447700,1,40900,0.091
5/1/20,12/31/19,row-ewv8_es3a_3bsh,Glenn County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,11860,12950,1,1090,0.084
5/1/20,12/31/19,row-fuyy-zyb5~qqp2,Humboldt County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,59300,62500,1,3100,0.05
5/1/20,12/31/19,row-kk4t~qvax~73wx,Imperial County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,56100,74700,1,18600,0.249
5/1/20,12/31/19,row-2cdw-z9n6.b3ui,Inyo County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,8490,8960,1,470,0.052
5/1/20,12/31/19,row-7f2z_u473-ffu6,Kern County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,348100,389400,1,41300,0.106
5/1/20,12/31/19,row-5xf7-myik_qxjg,Kings County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,51700,57400,1,5700,0.099
5/1/20,12/31/19,row-wm2f.ahzk_vjzv,Lake County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,27270,29140,1,1870,0.064
5/1/20,12/31/19,row-aysc~mv9m~cbh2,Lassen County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,9710,10380,1,660,0.064
5/1/20,12/31/19,row-ja9b.92fx_su27,Los Angeles County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,4742300,5011900,1,269700,0.054
5/1/20,12/31/19,row-q97s_muue~y4r6,Madera County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,54900,60400,1,5600,0.092
5/1/20,12/31/19,row-i38b.rm7m_7ipi,Marin County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,135000,139800,1,4800,0.035
5/1/20,12/31/19,row-vsc6_s32m.xke6,Mariposa County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,7570,8040,1,470,0.058
5/1/20,12/31/19,row-899p_2pii_sjx4,Mendocino County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,38300,40260,1,1960,0.049
5/1/20,12/31/19,row-gwix.t6hy-r9ix,Merced County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,103200,114900,1,11700,0.102
5/1/20,12/31/19,row-2mft_t442~a6rk,Modoc County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,3270,3500,1,230,0.066
5/1/20,12/31/19,row-iu5n.nkjp-jiws,Mono County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,7740,8210,1,460,0.057
5/1/20,12/31/19,row-tm7s_b8e9~z8xq,Monterey County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,214600,228200,1,13600,0.06
5/1/20,12/31/19,row-e5vr.9g2y~pnut,Napa County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,70800,73800,1,3000,0.041
5/1/20,12/31/19,row-4vin_w8pz~8xn2,Nevada County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,45760,48070,1,2310,0.048
5/1/20,12/31/19,row-rbka.bgqs~7sym,Orange County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,1519500,1587800,1,68400,0.043
5/1/20,12/31/19,row-i8a9_nvxp~fmb7,Placer County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,171400,179700,1,8300,0.046
5/1/20,12/31/19,row-jy6x.bfa5-hzxb,Plumas County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,7730,8390,1,660,0.078
5/1/20,12/31/19,row-8j3j.6jzu~ugxm,Riverside County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,979000,1046600,1,67700,0.065
5/1/20,12/31/19,row-s6xb-e4xm_v9sa,Sacramento County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,656100,695200,1,39100,0.056
5/1/20,12/31/19,row-b244~vbqr~p44e,San Benito County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,28700,30700,1,2000,0.065
5/1/20,12/31/19,row-ktaz~xvf9_2e3g,San Bernardino County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,866900,924700,1,57800,0.063
5/1/20,12/31/19,row-cbtr-tf4g-8352,San Diego County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,1482700,1560100,1,77400,0.05
5/1/20,12/31/19,row-wd2k~ze2i~rhvs,San Francisco County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,533900,552800,1,18900,0.034
5/1/20,12/31/19,row-pb24.9xtd-pmun,San Joaquin County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,289700,315800,1,26100,0.083
5/1/20,12/31/19,row-uwg6_hgfv-929j,San Luis Obispo County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,135000,141400,1,6400,0.045
5/1/20,12/31/19,row-pm6u.2h6u-bgag,San Mateo County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,425700,439800,1,14100,0.032
5/1/20,12/31/19,row-jxa9-7ysv_ehmd,Santa Barbara County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,206400,217000,1,10600,0.049
5/1/20,12/31/19,row-jh7g.uigi-h84v,Santa Clara County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,990300,1030900,1,40500,0.039
5/1/20,12/31/19,row-knfj_2nym.4yux,Santa Cruz County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,138100,147000,1,8900,0.061
5/1/20,12/31/19,row-6k7b_dyud~sc6w,Shasta County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,69800,74900,1,5200,0.069
5/1/20,12/31/19,row-v5pa_xuvk-2sp9,Sierra County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,1290,1390,1,100,0.071
5/1/20,12/31/19,row-vftk-f3t2-sic7,Siskiyou County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,16810,18110,1,1300,0.072
5/1/20,12/31/19,row-axzf~ferv~mmmg,Solano County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,196000,207700,1,11700,0.057
5/1/20,12/31/19,row-69t9_ifh7.e68g,Sonoma County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,248600,259200,1,10600,0.041
5/1/20,12/31/19,row-4m44_qjwv_9zct,Stanislaus County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,220000,241600,1,21600,0.089
5/1/20,12/31/19,row-wth9-g45c.j65u,Sutter County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,41700,45900,1,4200,0.092
5/1/20,12/31/19,row-zg3t.yt45~quwy,Tehama County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,23290,25140,1,1850,0.073
5/1/20,12/31/19,row-pqq5-cnap.xyhd,Trinity County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,4870,5190,1,320,0.061
5/1/20,12/31/19,row-e2pw.u493.zztq,Tulare County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,183500,205000,1,21500,0.105
5/1/20,12/31/19,row-e5gc.p747-r339,Tuolumne County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,20400,21720,1,1330,0.061
5/1/20,12/31/19,row-2ers.en6q-2q3b,Ventura County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,403600,425900,1,22300,0.052
5/1/20,12/31/19,row-iiqi.kmb8.q43e,Yolo County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,100500,106700,1,6200,0.058
5/1/20,12/31/19,row-u7cc~pmzt-6xwe,Yuba County,County,6/1/16 0:00,Jun-16,Jun-16,June,N,Final,2016,25900,28300,1,2400,0.085
5/1/20,12/31/19,row-93u6_de5f_fih5,Alameda County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,805200,837700,1,32500,0.039
5/1/20,12/31/19,row-98ca-rrh2~jk9f,Alpine County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,440,480,1,40,0.087
5/1/20,12/31/19,row-5rbs~744b_5qn7,Amador County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,14190,14910,1,720,0.048
5/1/20,12/31/19,row-xp6g-s4q7.zrhc,Butte County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,95100,101100,1,6000,0.059
5/1/20,12/31/19,row-4qxy~jrau~udqh,Calaveras County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,20210,21210,1,1010,0.047
5/1/20,12/31/19,row-95g7-9i8k-8m9f,Colusa County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,9430,10720,1,1280,0.12
5/1/20,12/31/19,row-jykj.2mrr-h226,Contra Costa County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,534900,557400,1,22500,0.04
5/1/20,12/31/19,row-e5n3~vknf-y9zh,Del Norte County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,9130,9740,1,610,0.063
5/1/20,12/31/19,row-d69g_apv7.f3d6,El Dorado County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,85700,89700,1,4000,0.044
5/1/20,12/31/19,row-qy9j-sspe_h8di,Fresno County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,411200,447600,1,36400,0.081
5/1/20,12/31/19,row-vemt-99cm~xahp,Glenn County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,11740,12710,1,970,0.076
5/1/20,12/31/19,row-6hys~kuv6-n5b7,Humboldt County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,59900,62600,1,2700,0.044
5/1/20,12/31/19,row-idwp.a7m3_94da,Imperial County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,58300,72200,1,14000,0.193
5/1/20,12/31/19,row-muzw_zfpu.ns5t,Inyo County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,8270,8620,1,360,0.041
5/1/20,12/31/19,row-kh9h_wg6g_zn3h,Kern County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,351000,386700,1,35700,0.092
5/1/20,12/31/19,row-36da.zbnp_wunz,Kings County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,52600,57700,1,5100,0.088
5/1/20,12/31/19,row-j5dq-zqew.qmw7,Lake County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,27710,29340,1,1630,0.055
5/1/20,12/31/19,row-pis4-t48v-u4tk,Lassen County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,9420,9940,1,520,0.053
5/1/20,12/31/19,row-7qxz-9grn_3s4z,Los Angeles County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,4820900,5066600,1,245700,0.048
5/1/20,12/31/19,row-p3n8_vz3y_bsga,Madera County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,56300,61200,1,4900,0.08
5/1/20,12/31/19,row-2scd~nwz9.rjsp,Marin County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,136100,140300,1,4300,0.03
5/1/20,12/31/19,row-sqj4-r2x8~8vsn,Mariposa County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,7760,8170,1,400,0.049
5/1/20,12/31/19,row-f9da-a8j6-j7zv,Mendocino County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,38340,40050,1,1710,0.043
5/1/20,12/31/19,row-htxz.2dyh_v5ss,Merced County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,105400,116000,1,10600,0.091
5/1/20,12/31/19,row-qk6m.qh7d_pjtu,Modoc County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,3100,3320,1,230,0.068
5/1/20,12/31/19,row-vms8.z33y~c36e,Mono County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,8000,8400,1,400,0.048
5/1/20,12/31/19,row-vikz~a6he.t4tf,Monterey County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,216000,228600,1,12700,0.055
5/1/20,12/31/19,row-jat7~u59t_6a7u,Napa County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,72000,74600,1,2600,0.035
5/1/20,12/31/19,row-hhws~zudf.scnh,Nevada County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,46550,48550,1,2000,0.041
5/1/20,12/31/19,row-3te6_j59x_4v4r,Orange County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,1540300,1599700,1,59500,0.037
5/1/20,12/31/19,row-mkyg-quca_ikyk,Placer County,County,6/1/17 0:00,Jun-17,Jun-17,June,N,Final,2017,174100,181400,1,7300,0.04
