GeoFips,GeoName,LineCode,Description,2018
5003,"Ashley, AR",2,Population (persons) 1/,20046
5003,"Ashley, AR",3,Per capita personal income (dollars) 2/,34813
5005,"Baxter, AR",1,Personal income (thousands of dollars),1544321
5005,"Baxter, AR",2,Population (persons) 1/,41619
5005,"Baxter, AR",3,Per capita personal income (dollars) 2/,37106
5007,"Benton, AR",1,Personal income (thousands of dollars),24232084
5007,"Benton, AR",2,Population (persons) 1/,272608
5007,"Benton, AR",3,Per capita personal income (dollars) 2/,88890
5009,"Boone, AR",1,Personal income (thousands of dollars),1352613
5009,"Boone, AR",2,Population (persons) 1/,37480
5009,"Boone, AR",3,Per capita personal income (dollars) 2/,36089
5011,"Bradley, AR",1,Personal income (thousands of dollars),430333
5011,"Bradley, AR",2,Population (persons) 1/,10897
5011,"Bradley, AR",3,Per capita personal income (dollars) 2/,39491
5013,"Calhoun, AR",1,Personal income (thousands of dollars),181667
5013,"Calhoun, AR",2,Population (persons) 1/,5277
5013,"Calhoun, AR",3,Per capita personal income (dollars) 2/,34426
5015,"Carroll, AR",1,Personal income (thousands of dollars),950841
5015,"Carroll, AR",2,Population (persons) 1/,28223
5015,"Carroll, AR",3,Per capita personal income (dollars) 2/,33690
5017,"Chicot, AR",1,Personal income (thousands of dollars),378831
5017,"Chicot, AR",2,Population (persons) 1/,10438
5017,"Chicot, AR",3,Per capita personal income (dollars) 2/,36293
5019,"Clark, AR",1,Personal income (thousands of dollars),801133
5019,"Clark, AR",2,Population (persons) 1/,22061
5019,"Clark, AR",3,Per capita personal income (dollars) 2/,36314
5021,"Clay, AR",1,Personal income (thousands of dollars),507010
5021,"Clay, AR",2,Population (persons) 1/,14847
5021,"Clay, AR",3,Per capita personal income (dollars) 2/,34149
5023,"Cleburne, AR",1,Personal income (thousands of dollars),956340
5023,"Cleburne, AR",2,Population (persons) 1/,24965
5023,"Cleburne, AR",3,Per capita personal income (dollars) 2/,38307
5025,"Cleveland, AR",1,Personal income (thousands of dollars),323482
5025,"Cleveland, AR",2,Population (persons) 1/,8018
5025,"Cleveland, AR",3,Per capita personal income (dollars) 2/,40344
5027,"Columbia, AR",1,Personal income (thousands of dollars),912029
5027,"Columbia, AR",2,Population (persons) 1/,23537
5027,"Columbia, AR",3,Per capita personal income (dollars) 2/,38749
5029,"Conway, AR",1,Personal income (thousands of dollars),797855
5029,"Conway, AR",2,Population (persons) 1/,20891
5029,"Conway, AR",3,Per capita personal income (dollars) 2/,38191
5031,"Craighead, AR",1,Personal income (thousands of dollars),4074323
5031,"Craighead, AR",2,Population (persons) 1/,108558
5031,"Craighead, AR",3,Per capita personal income (dollars) 2/,37531
5033,"Crawford, AR",1,Personal income (thousands of dollars),2089386
5033,"Crawford, AR",2,Population (persons) 1/,63406
5033,"Crawford, AR",3,Per capita personal income (dollars) 2/,32952
5035,"Crittenden, AR",1,Personal income (thousands of dollars),1787576
5035,"Crittenden, AR",2,Population (persons) 1/,48342
5035,"Crittenden, AR",3,Per capita personal income (dollars) 2/,36978
5037,"Cross, AR",1,Personal income (thousands of dollars),599481
5037,"Cross, AR",2,Population (persons) 1/,16676
5037,"Cross, AR",3,Per capita personal income (dollars) 2/,35949
5039,"Dallas, AR",1,Personal income (thousands of dollars),248822
5039,"Dallas, AR",2,Population (persons) 1/,7182
5039,"Dallas, AR",3,Per capita personal income (dollars) 2/,34645
5041,"Desha, AR",1,Personal income (thousands of dollars),435479
5041,"Desha, AR",2,Population (persons) 1/,11512
5041,"Desha, AR",3,Per capita personal income (dollars) 2/,37828
5043,"Drew, AR",1,Personal income (thousands of dollars),680852
5043,"Drew, AR",2,Population (persons) 1/,18328
5043,"Drew, AR",3,Per capita personal income (dollars) 2/,37148
5045,"Faulkner, AR",1,Personal income (thousands of dollars),4692463
5045,"Faulkner, AR",2,Population (persons) 1/,124806
5045,"Faulkner, AR",3,Per capita personal income (dollars) 2/,37598
5047,"Franklin, AR",1,Personal income (thousands of dollars),610438
5047,"Franklin, AR",2,Population (persons) 1/,17810
5047,"Franklin, AR",3,Per capita personal income (dollars) 2/,34275
5049,"Fulton, AR",1,Personal income (thousands of dollars),355726
5049,"Fulton, AR",2,Population (persons) 1/,12269
5049,"Fulton, AR",3,Per capita personal income (dollars) 2/,28994
5051,"Garland, AR",1,Personal income (thousands of dollars),3966534
5051,"Garland, AR",2,Population (persons) 1/,99154
5051,"Garland, AR",3,Per capita personal income (dollars) 2/,40004
5053,"Grant, AR",1,Personal income (thousands of dollars),694800
5053,"Grant, AR",2,Population (persons) 1/,18188
5053,"Grant, AR",3,Per capita personal income (dollars) 2/,38201
5055,"Greene, AR",1,Personal income (thousands of dollars),1581614
5055,"Greene, AR",2,Population (persons) 1/,45325
5055,"Greene, AR",3,Per capita personal income (dollars) 2/,34895
5057,"Hempstead, AR",1,Personal income (thousands of dollars),706911
5057,"Hempstead, AR",2,Population (persons) 1/,21741
5057,"Hempstead, AR",3,Per capita personal income (dollars) 2/,32515
5059,"Hot Spring, AR",1,Personal income (thousands of dollars),1030587
5059,"Hot Spring, AR",2,Population (persons) 1/,33701
5059,"Hot Spring, AR",3,Per capita personal income (dollars) 2/,30580
5061,"Howard, AR",1,Personal income (thousands of dollars),470828
5061,"Howard, AR",2,Population (persons) 1/,13341
5061,"Howard, AR",3,Per capita personal income (dollars) 2/,35292
5063,"Independence, AR",1,Personal income (thousands of dollars),1321983
5063,"Independence, AR",2,Population (persons) 1/,37678
5063,"Independence, AR",3,Per capita personal income (dollars) 2/,35086
5065,"Izard, AR",1,Personal income (thousands of dollars),416053
5065,"Izard, AR",2,Population (persons) 1/,13593
5065,"Izard, AR",3,Per capita personal income (dollars) 2/,30608
5067,"Jackson, AR",1,Personal income (thousands of dollars),603184
5067,"Jackson, AR",2,Population (persons) 1/,16811
5067,"Jackson, AR",3,Per capita personal income (dollars) 2/,35880
5069,"Jefferson, AR",1,Personal income (thousands of dollars),2408222
5069,"Jefferson, AR",2,Population (persons) 1/,68114
5069,"Jefferson, AR",3,Per capita personal income (dollars) 2/,35356
5071,"Johnson, AR",1,Personal income (thousands of dollars),774711
5071,"Johnson, AR",2,Population (persons) 1/,26742
5071,"Johnson, AR",3,Per capita personal income (dollars) 2/,28970
5073,"Lafayette, AR",1,Personal income (thousands of dollars),242506
5073,"Lafayette, AR",2,Population (persons) 1/,6682
5073,"Lafayette, AR",3,Per capita personal income (dollars) 2/,36292
5075,"Lawrence, AR",1,Personal income (thousands of dollars),577268
5075,"Lawrence, AR",2,Population (persons) 1/,16434
5075,"Lawrence, AR",3,Per capita personal income (dollars) 2/,35126
5077,"Lee, AR",1,Personal income (thousands of dollars),248160
5077,"Lee, AR",2,Population (persons) 1/,8985
5077,"Lee, AR",3,Per capita personal income (dollars) 2/,27619
5079,"Lincoln, AR",1,Personal income (thousands of dollars),361370
5079,"Lincoln, AR",2,Population (persons) 1/,13383
5079,"Lincoln, AR",3,Per capita personal income (dollars) 2/,27002
5081,"Little River, AR",1,Personal income (thousands of dollars),420150
5081,"Little River, AR",2,Population (persons) 1/,12326
5081,"Little River, AR",3,Per capita personal income (dollars) 2/,34086
5083,"Logan, AR",1,Personal income (thousands of dollars),749719
5083,"Logan, AR",2,Population (persons) 1/,21737
5083,"Logan, AR",3,Per capita personal income (dollars) 2/,34490
5085,"Lonoke, AR",1,Personal income (thousands of dollars),2855215
5085,"Lonoke, AR",2,Population (persons) 1/,73657
5085,"Lonoke, AR",3,Per capita personal income (dollars) 2/,38764
5087,"Madison, AR",1,Personal income (thousands of dollars),585011
5087,"Madison, AR",2,Population (persons) 1/,16481
5087,"Madison, AR",3,Per capita personal income (dollars) 2/,35496
5089,"Marion, AR",1,Personal income (thousands of dollars),514079
5089,"Marion, AR",2,Population (persons) 1/,16722
5089,"Marion, AR",3,Per capita personal income (dollars) 2/,30743
5091,"Miller, AR",1,Personal income (thousands of dollars),1456005
5091,"Miller, AR",2,Population (persons) 1/,43592
5091,"Miller, AR",3,Per capita personal income (dollars) 2/,33401
5093,"Mississippi, AR",1,Personal income (thousands of dollars),1296065
5093,"Mississippi, AR",2,Population (persons) 1/,41239
5093,"Mississippi, AR",3,Per capita personal income (dollars) 2/,31428
5095,"Monroe, AR",1,Personal income (thousands of dollars),225294
5095,"Monroe, AR",2,Population (persons) 1/,6900
5095,"Monroe, AR",3,Per capita personal income (dollars) 2/,32651
5097,"Montgomery, AR",1,Personal income (thousands of dollars),275166
5097,"Montgomery, AR",2,Population (persons) 1/,8924
5097,"Montgomery, AR",3,Per capita personal income (dollars) 2/,30834
5099,"Nevada, AR",1,Personal income (thousands of dollars),284583
5099,"Nevada, AR",2,Population (persons) 1/,8326
5099,"Nevada, AR",3,Per capita personal income (dollars) 2/,34180
5101,"Newton, AR",1,Personal income (thousands of dollars),224846
5101,"Newton, AR",2,Population (persons) 1/,7805
5101,"Newton, AR",3,Per capita personal income (dollars) 2/,28808
5103,"Ouachita, AR",1,Personal income (thousands of dollars),871227
5103,"Ouachita, AR",2,Population (persons) 1/,23606
5103,"Ouachita, AR",3,Per capita personal income (dollars) 2/,36907
5105,"Perry, AR",1,Personal income (thousands of dollars),361049
5105,"Perry, AR",2,Population (persons) 1/,10352
5105,"Perry, AR",3,Per capita personal income (dollars) 2/,34877
5107,"Phillips, AR",1,Personal income (thousands of dollars),561214
5107,"Phillips, AR",2,Population (persons) 1/,18029
5107,"Phillips, AR",3,Per capita personal income (dollars) 2/,31128
5109,"Pike, AR",1,Personal income (thousands of dollars),353415
5109,"Pike, AR",2,Population (persons) 1/,10673
5109,"Pike, AR",3,Per capita personal income (dollars) 2/,33113
5111,"Poinsett, AR",1,Personal income (thousands of dollars),774719
5111,"Poinsett, AR",2,Population (persons) 1/,23974
5111,"Poinsett, AR",3,Per capita personal income (dollars) 2/,32315
5113,"Polk, AR",1,Personal income (thousands of dollars),616517
5113,"Polk, AR",2,Population (persons) 1/,20049
5113,"Polk, AR",3,Per capita personal income (dollars) 2/,30751
5115,"Pope, AR",1,Personal income (thousands of dollars),2256720
5115,"Pope, AR",2,Population (persons) 1/,64000
5115,"Pope, AR",3,Per capita personal income (dollars) 2/,35261
5117,"Prairie, AR",1,Personal income (thousands of dollars),290136
5117,"Prairie, AR",2,Population (persons) 1/,8074
5117,"Prairie, AR",3,Per capita personal income (dollars) 2/,35935
5119,"Pulaski, AR",1,Personal income (thousands of dollars),20099504
5119,"Pulaski, AR",2,Population (persons) 1/,392680
5119,"Pulaski, AR",3,Per capita personal income (dollars) 2/,51185
5121,"Randolph, AR",1,Personal income (thousands of dollars),601014
5121,"Randolph, AR",2,Population (persons) 1/,17948
5121,"Randolph, AR",3,Per capita personal income (dollars) 2/,33486
5123,"St. Francis, AR",1,Personal income (thousands of dollars),710962
5123,"St. Francis, AR",2,Population (persons) 1/,25439
5123,"St. Francis, AR",3,Per capita personal income (dollars) 2/,27948
5125,"Saline, AR",1,Personal income (thousands of dollars),5026456
5125,"Saline, AR",2,Population (persons) 1/,121421
5125,"Saline, AR",3,Per capita personal income (dollars) 2/,41397
5127,"Scott, AR",1,Personal income (thousands of dollars),324029
5127,"Scott, AR",2,Population (persons) 1/,10319
5127,"Scott, AR",3,Per capita personal income (dollars) 2/,31401
5129,"Searcy, AR",1,Personal income (thousands of dollars),226890
5129,"Searcy, AR",2,Population (persons) 1/,7958
5129,"Searcy, AR",3,Per capita personal income (dollars) 2/,28511
5131,"Sebastian, AR",1,Personal income (thousands of dollars),5379631
5131,"Sebastian, AR",2,Population (persons) 1/,127753
5131,"Sebastian, AR",3,Per capita personal income (dollars) 2/,42110
5133,"Sevier, AR",1,Personal income (thousands of dollars),538775
5133,"Sevier, AR",2,Population (persons) 1/,17139
5133,"Sevier, AR",3,Per capita personal income (dollars) 2/,31436
5135,"Sharp, AR",1,Personal income (thousands of dollars),555926
5135,"Sharp, AR",2,Population (persons) 1/,17366
5135,"Sharp, AR",3,Per capita personal income (dollars) 2/,32012
5137,"Stone, AR",1,Personal income (thousands of dollars),387241
5137,"Stone, AR",2,Population (persons) 1/,12457
5137,"Stone, AR",3,Per capita personal income (dollars) 2/,31086
5139,"Union, AR",1,Personal income (thousands of dollars),1818345
5139,"Union, AR",2,Population (persons) 1/,39126
5139,"Union, AR",3,Per capita personal income (dollars) 2/,46474
5141,"Van Buren, AR",1,Personal income (thousands of dollars),517615
5141,"Van Buren, AR",2,Population (persons) 1/,16603
5141,"Van Buren, AR",3,Per capita personal income (dollars) 2/,31176
5143,"Washington, AR",1,Personal income (thousands of dollars),9537051
5143,"Washington, AR",2,Population (persons) 1/,236961
5143,"Washington, AR",3,Per capita personal income (dollars) 2/,40247
5145,"White, AR",1,Personal income (thousands of dollars),2790471
5145,"White, AR",2,Population (persons) 1/,78727
5145,"White, AR",3,Per capita personal income (dollars) 2/,35445
5147,"Woodruff, AR",1,Personal income (thousands of dollars),243667
5147,"Woodruff, AR",2,Population (persons) 1/,6490
5147,"Woodruff, AR",3,Per capita personal income (dollars) 2/,37545
5149,"Yell, AR",1,Personal income (thousands of dollars),717539
5149,"Yell, AR",2,Population (persons) 1/,21535
5149,"Yell, AR",3,Per capita personal income (dollars) 2/,33320
6001,"Alameda, CA",1,Personal income (thousands of dollars),127746433
6001,"Alameda, CA",2,Population (persons) 1/,1666753
6001,"Alameda, CA",3,Per capita personal income (dollars) 2/,76644
6003,"Alpine, CA",1,Personal income (thousands of dollars),80711
6003,"Alpine, CA",2,Population (persons) 1/,1101
6003,"Alpine, CA",3,Per capita personal income (dollars) 2/,73307
6005,"Amador, CA",1,Personal income (thousands of dollars),1764089
6005,"Amador, CA",2,Population (persons) 1/,39383
6005,"Amador, CA",3,Per capita personal income (dollars) 2/,44793
6007,"Butte, CA",1,Personal income (thousands of dollars),10255376
6007,"Butte, CA",2,Population (persons) 1/,231256
6007,"Butte, CA",3,Per capita personal income (dollars) 2/,44346
6009,"Calaveras, CA",1,Personal income (thousands of dollars),2275235
6009,"Calaveras, CA",2,Population (persons) 1/,45602
6009,"Calaveras, CA",3,Per capita personal income (dollars) 2/,49893
6011,"Colusa, CA",1,Personal income (thousands of dollars),1061748
6011,"Colusa, CA",2,Population (persons) 1/,21627
6011,"Colusa, CA",3,Per capita personal income (dollars) 2/,49094
6013,"Contra Costa, CA",1,Personal income (thousands of dollars),94900003
6013,"Contra Costa, CA",2,Population (persons) 1/,1150215
6013,"Contra Costa, CA",3,Per capita personal income (dollars) 2/,82506
6015,"Del Norte, CA",1,Personal income (thousands of dollars),1037104
6015,"Del Norte, CA",2,Population (persons) 1/,27828
6015,"Del Norte, CA",3,Per capita personal income (dollars) 2/,37268
6017,"El Dorado, CA",1,Personal income (thousands of dollars),12863893
6017,"El Dorado, CA",2,Population (persons) 1/,190678
6017,"El Dorado, CA",3,Per capita personal income (dollars) 2/,67464
6019,"Fresno, CA",1,Personal income (thousands of dollars),42842812
6019,"Fresno, CA",2,Population (persons) 1/,994400
6019,"Fresno, CA",3,Per capita personal income (dollars) 2/,43084
6021,"Glenn, CA",1,Personal income (thousands of dollars),1363445
6021,"Glenn, CA",2,Population (persons) 1/,28047
6021,"Glenn, CA",3,Per capita personal income (dollars) 2/,48613
6023,"Humboldt, CA",1,Personal income (thousands of dollars),6646624
6023,"Humboldt, CA",2,Population (persons) 1/,136373
6023,"Humboldt, CA",3,Per capita personal income (dollars) 2/,48739
6025,"Imperial, CA",1,Personal income (thousands of dollars),6722874
6025,"Imperial, CA",2,Population (persons) 1/,181827
6025,"Imperial, CA",3,Per capita personal income (dollars) 2/,36974
6027,"Inyo, CA",1,Personal income (thousands of dollars),1103651
6027,"Inyo, CA",2,Population (persons) 1/,17987
6027,"Inyo, CA",3,Per capita personal income (dollars) 2/,61358
6029,"Kern, CA",1,Personal income (thousands of dollars),35603843
6029,"Kern, CA",2,Population (persons) 1/,896764
6029,"Kern, CA",3,Per capita personal income (dollars) 2/,39703
6031,"Kings, CA",1,Personal income (thousands of dollars),5344067
