STFIPS,AREATYNAME,AREANAME,YEAR,MONTH,ADJUSTED,PRELIM,LABORFORCE,EMP,UNEMP,UNEMPRATE,LABFORCE_PARTRATE
19,Community College District,Iowa Western Community College District,2017,August,0,0,86200,83600,2600,3,
19,Community College District,Iowa Western Community College District,2017,September,0,0,85300,83100,2200,2.6,
19,Community College District,Iowa Western Community College District,2017,October,0,0,85300,83400,1900,2.2,
19,Community College District,Iowa Western Community College District,2017,November,0,0,85100,83200,1900,2.2,
19,Community College District,Iowa Western Community College District,2017,December,0,0,84900,82700,2300,2.7,
19,Community College District,Iowa Western Community College District,2018,January,0,0,84700,81800,2900,3.4,
19,Community College District,Iowa Western Community College District,2018,February,0,0,85100,82500,2600,3,
19,Community College District,Iowa Western Community College District,2018,March,0,0,85400,83000,2400,2.8,
19,Community College District,Iowa Western Community College District,2018,April,0,0,85600,83600,2000,2.4,
19,Community College District,Iowa Western Community College District,2018,May,0,0,85900,84100,1800,2.1,
19,Community College District,Iowa Western Community College District,2018,June,0,0,87100,85000,2100,2.4,
19,Community College District,Iowa Western Community College District,2018,July,0,0,87600,85600,2000,2.2,
19,Community College District,Iowa Western Community College District,2018,August,0,0,86400,84500,1900,2.2,
19,Community College District,Iowa Western Community College District,2018,September,0,0,85700,84000,1700,2,
19,Community College District,Iowa Western Community College District,2018,October,0,0,86300,84700,1600,1.8,
19,Community College District,Iowa Western Community College District,2018,November,0,0,86400,84800,1600,1.8,
19,Community College District,Iowa Western Community College District,2018,December,0,0,86500,84400,2200,2.5,
19,Community College District,Iowa Western Community College District,2019,January,0,0,86800,84100,2700,3.1,
19,Community College District,Iowa Western Community College District,2019,February,0,0,87100,84600,2500,2.9,
19,Community College District,Iowa Western Community College District,2019,March,0,0,87200,84700,2500,2.9,
19,Community College District,Iowa Western Community College District,2019,April,0,0,87000,85000,2000,2.3,
19,Community College District,Iowa Western Community College District,2019,May,0,0,87500,85600,2000,2.2,
19,Community College District,Iowa Western Community College District,2019,June,0,0,89100,86900,2300,2.5,
19,Community College District,Iowa Western Community College District,2019,July,0,0,90000,87800,2200,2.5,
19,Community College District,Iowa Western Community College District,2019,August,0,0,89100,87000,2100,2.4,
19,Community College District,Iowa Western Community College District,2019,September,0,0,88300,86500,1900,2.1,
19,Community College District,Iowa Western Community College District,2019,October,0,0,89200,87400,1700,2,
19,Community College District,Iowa Western Community College District,2019,November,0,0,88900,87100,1800,2,
19,Community College District,Iowa Western Community College District,2019,December,0,0,89200,86900,2300,2.5,
19,Community College District,Iowa Western Community College District,2020,January,0,0,89200,86400,2800,3.1,
19,Community College District,Iowa Western Community College District,2020,February,0,0,88700,86300,2400,2.7,
19,Community College District,Iowa Western Community College District,2020,March,0,0,87700,85000,2700,3.1,
19,Community College District,Iowa Western Community College District,2020,April,0,0,87800,79400,8400,9.5,
19,Community College District,Iowa Western Community College District,2020,May,0,1,86400,79000,7500,8.7,
19,Community College District,Southwestern Community College District,2000,January,0,0,34100,32600,1400,4.2,
19,Community College District,Southwestern Community College District,2000,February,0,0,34500,33100,1400,4,
19,Community College District,Southwestern Community College District,2000,March,0,0,34500,33300,1100,3.3,
19,Community College District,Southwestern Community College District,2000,April,0,0,34600,33600,1000,2.9,
19,Community College District,Southwestern Community College District,2000,May,0,0,34900,33900,1000,2.8,
19,Community College District,Southwestern Community College District,2000,June,0,0,34600,33600,1100,3.1,
19,Community College District,Southwestern Community College District,2000,July,0,0,34900,33900,1000,2.9,
19,Community College District,Southwestern Community College District,2000,August,0,0,34500,33500,1000,2.9,
19,Community College District,Southwestern Community College District,2000,September,0,0,34100,33200,1000,2.8,
19,Community College District,Southwestern Community College District,2000,October,0,0,34400,33500,900,2.7,
19,Community College District,Southwestern Community College District,2000,November,0,0,34600,33500,1100,3,
19,Community College District,Southwestern Community College District,2000,December,0,0,34400,33300,1200,3.4,
19,Community College District,Southwestern Community College District,2001,January,0,0,34500,32800,1700,4.9,
19,Community College District,Southwestern Community College District,2001,February,0,0,35100,33500,1600,4.7,
19,Community College District,Southwestern Community College District,2001,March,0,0,35000,33400,1600,4.7,
19,Community College District,Southwestern Community College District,2001,April,0,0,35200,33700,1400,4.1,
19,Community College District,Southwestern Community College District,2001,May,0,0,35100,34000,1200,3.3,
19,Community College District,Southwestern Community College District,2001,June,0,0,34800,33600,1300,3.6,
19,Community College District,Southwestern Community College District,2001,July,0,0,35300,34100,1200,3.3,
19,Community College District,Southwestern Community College District,2001,August,0,0,35200,34100,1100,3.2,
19,Community College District,Southwestern Community College District,2001,September,0,0,35000,33900,1000,2.9,
19,Community College District,Southwestern Community College District,2001,October,0,0,35900,34800,1100,3.1,
19,Community College District,Southwestern Community College District,2001,November,0,0,35400,34200,1300,3.6,
19,Community College District,Southwestern Community College District,2001,December,0,0,35400,33900,1500,4.1,
19,Community College District,Southwestern Community College District,2002,January,0,0,34900,33000,1900,5.4,
19,Community College District,Southwestern Community College District,2002,February,0,0,34900,33000,1900,5.4,
19,Community College District,Southwestern Community College District,2002,March,0,0,34500,32600,1800,5.3,
19,Community College District,Southwestern Community College District,2002,April,0,0,34200,32600,1600,4.6,
19,Community College District,Southwestern Community College District,2002,May,0,0,33700,32300,1400,4.1,
19,Community College District,Southwestern Community College District,2002,June,0,0,34000,32400,1600,4.8,
19,Community College District,Southwestern Community College District,2002,July,0,0,34900,33300,1600,4.4,
19,Community College District,Southwestern Community College District,2002,August,0,0,34300,32900,1400,4.1,
19,Community College District,Southwestern Community College District,2002,September,0,0,34200,32900,1300,3.9,
19,Community College District,Southwestern Community College District,2002,October,0,0,34400,33000,1400,4,
19,Community College District,Southwestern Community College District,2002,November,0,0,33900,32400,1500,4.5,
19,Community College District,Southwestern Community College District,2002,December,0,0,34000,32300,1700,4.9,
19,Community College District,Southwestern Community College District,2003,January,0,0,33700,31700,2100,6.1,
19,Community College District,Southwestern Community College District,2003,February,0,0,33900,31700,2100,6.3,
19,Community College District,Southwestern Community College District,2003,March,0,0,33800,31700,2100,6.1,
19,Community College District,Southwestern Community College District,2003,April,0,0,33500,31600,1900,5.7,
19,Community College District,Southwestern Community College District,2003,May,0,0,33100,31400,1700,5.2,
19,Community College District,Southwestern Community College District,2003,June,0,0,33400,31500,1900,5.7,
19,Community College District,Southwestern Community College District,2003,July,0,0,33600,31800,1900,5.6,
19,Community College District,Southwestern Community College District,2003,August,0,0,33300,31600,1700,5.2,
19,Community College District,Southwestern Community College District,2003,September,0,0,33000,31400,1600,4.9,
19,Community College District,Southwestern Community College District,2003,October,0,0,33100,31500,1600,4.7,
19,Community College District,Southwestern Community College District,2003,November,0,0,32900,31300,1600,4.9,
19,Community College District,Southwestern Community College District,2003,December,0,0,32600,30800,1800,5.4,
19,Community College District,Southwestern Community College District,2004,January,0,0,32500,30500,2000,6,
19,Community College District,Southwestern Community College District,2004,February,0,0,32700,30700,2000,6,
19,Community College District,Southwestern Community College District,2004,March,0,0,32800,30900,1900,5.7,
19,Community College District,Southwestern Community College District,2004,April,0,0,32800,31300,1500,4.7,
19,Community College District,Southwestern Community College District,2004,May,0,0,32800,31300,1500,4.6,
19,Community College District,Southwestern Community College District,2004,June,0,0,33200,31400,1800,5.4,
19,Community College District,Southwestern Community College District,2004,July,0,0,32900,31400,1600,4.7,
19,Community College District,Southwestern Community College District,2004,August,0,0,32700,31200,1500,4.7,
19,Community College District,Southwestern Community College District,2004,September,0,0,32800,31300,1600,4.8,
19,Community College District,Southwestern Community College District,2004,October,0,0,32700,31400,1300,4.1,
19,Community College District,Southwestern Community College District,2004,November,0,0,32900,31500,1400,4.4,
19,Community College District,Southwestern Community College District,2004,December,0,0,32500,30900,1600,4.9,
19,Community College District,Southwestern Community College District,2005,January,0,0,32500,30500,2000,6,
19,Community College District,Southwestern Community College District,2005,February,0,0,32900,31000,1900,5.6,
19,Community College District,Southwestern Community College District,2005,March,0,0,33200,31400,1800,5.4,
19,Community College District,Southwestern Community College District,2005,April,0,0,33300,31900,1400,4.3,
19,Community College District,Southwestern Community College District,2005,May,0,0,33400,32000,1400,4.1,
19,Community College District,Southwestern Community College District,2005,June,0,0,33600,32100,1500,4.4,
19,Community College District,Southwestern Community College District,2005,July,0,0,33600,32100,1400,4.3,
19,Community College District,Southwestern Community College District,2005,August,0,0,32900,31600,1300,4,
19,Community College District,Southwestern Community College District,2005,September,0,0,33100,31800,1300,4,
19,Community College District,Southwestern Community College District,2005,October,0,0,33400,32100,1300,3.8,
19,Community College District,Southwestern Community College District,2005,November,0,0,33400,32000,1500,4.4,
19,Community College District,Southwestern Community College District,2005,December,0,0,33400,31800,1700,4.9,
19,Community College District,Southwestern Community College District,2006,January,0,0,33400,31700,1700,5,
19,Community College District,Southwestern Community College District,2006,February,0,0,33400,31900,1600,4.7,
19,Community College District,Southwestern Community College District,2006,March,0,0,33700,32200,1500,4.3,
19,Community College District,Southwestern Community College District,2006,April,0,0,33700,32400,1300,3.9,
19,Community College District,Southwestern Community College District,2006,May,0,0,33800,32600,1200,3.6,
19,Community College District,Southwestern Community College District,2006,June,0,0,33800,32400,1400,4.1,
19,Community College District,Southwestern Community College District,2006,July,0,0,33900,32500,1400,4.2,
19,Community College District,Southwestern Community College District,2006,August,0,0,33600,32200,1500,4.3,
19,Community College District,Southwestern Community College District,2006,September,0,0,33600,32300,1300,4,
19,Community College District,Southwestern Community College District,2006,October,0,0,34000,32600,1300,3.9,
19,Community College District,Southwestern Community College District,2006,November,0,0,33700,32300,1400,4,
19,Community College District,Southwestern Community College District,2006,December,0,0,33400,31900,1500,4.6,
19,Community College District,Southwestern Community College District,2007,January,0,0,33200,31400,1800,5.3,
19,Community College District,Southwestern Community College District,2007,February,0,0,33200,31400,1800,5.4,
19,Community College District,Southwestern Community College District,2007,March,0,0,33400,31600,1800,5.3,
19,Community College District,Southwestern Community College District,2007,April,0,0,33300,31800,1500,4.6,
19,Community College District,Southwestern Community College District,2007,May,0,0,33400,32000,1400,4.2,
19,Community College District,Southwestern Community College District,2007,June,0,0,33700,32300,1400,4.2,
19,Community College District,Southwestern Community College District,2007,July,0,0,33500,32200,1300,3.9,
19,Community College District,Southwestern Community College District,2007,August,0,0,33100,31800,1300,4,
19,Community College District,Southwestern Community College District,2007,September,0,0,33300,32000,1300,3.9,
19,Community College District,Southwestern Community College District,2007,October,0,0,34000,32800,1200,3.6,
19,Community College District,Southwestern Community College District,2007,November,0,0,33800,32600,1200,3.6,
19,Community College District,Southwestern Community College District,2007,December,0,0,33700,32300,1400,4.2,
19,Community College District,Southwestern Community College District,2008,January,0,0,33700,31900,1800,5.2,
19,Community College District,Southwestern Community College District,2008,February,0,0,33600,31800,1800,5.2,
19,Community College District,Southwestern Community College District,2008,March,0,0,33700,32000,1700,5.1,
19,Community College District,Southwestern Community College District,2008,April,0,0,33800,32400,1500,4.3,
19,Community College District,Southwestern Community College District,2008,May,0,0,33800,32500,1300,3.9,
19,Community College District,Southwestern Community College District,2008,June,0,0,33900,32400,1500,4.3,
19,Community College District,Southwestern Community College District,2008,July,0,0,33800,32400,1400,4.1,
19,Community College District,Southwestern Community College District,2008,August,0,0,33100,31700,1400,4.2,
19,Community College District,Southwestern Community College District,2008,September,0,0,33100,31800,1300,4,
19,Community College District,Southwestern Community College District,2008,October,0,0,33800,32500,1300,3.9,
19,Community College District,Southwestern Community College District,2008,November,0,0,33500,32000,1500,4.5,
19,Community College District,Southwestern Community College District,2008,December,0,0,33200,31300,1900,5.7,
19,Community College District,Southwestern Community College District,2009,January,0,0,33400,30900,2500,7.5,
19,Community College District,Southwestern Community College District,2009,February,0,0,33700,31100,2600,7.7,
19,Community College District,Southwestern Community College District,2009,March,0,0,34300,31600,2700,7.9,
19,Community College District,Southwestern Community College District,2009,April,0,0,34100,31500,2500,7.4,
19,Community College District,Southwestern Community College District,2009,May,0,0,33800,31500,2300,6.7,
19,Community College District,Southwestern Community College District,2009,June,0,0,33900,31500,2400,7,
19,Community College District,Southwestern Community College District,2009,July,0,0,33900,31700,2200,6.5,
19,Community College District,Southwestern Community College District,2009,August,0,0,33200,31000,2200,6.7,
19,Community College District,Southwestern Community College District,2009,September,0,0,32900,30900,2100,6.2,
19,Community College District,Southwestern Community College District,2009,October,0,0,33400,31300,2100,6.2,
19,Community College District,Southwestern Community College District,2009,November,0,0,33200,31100,2100,6.3,
19,Community College District,Southwestern Community College District,2009,December,0,0,33000,30600,2400,7.2,
19,Community College District,Southwestern Community College District,2010,January,0,0,33200,30600,2600,7.9,
19,Community College District,Southwestern Community College District,2010,February,0,0,33600,31000,2600,7.7,
19,Community College District,Southwestern Community College District,2010,March,0,0,33900,31400,2400,7.2,
19,Community College District,Southwestern Community College District,2010,April,0,0,33800,31800,2000,6,
19,Community College District,Southwestern Community College District,2010,May,0,0,33600,31700,1900,5.7,
19,Community College District,Southwestern Community College District,2010,June,0,0,34000,32000,2000,5.8,
19,Community College District,Southwestern Community College District,2010,July,0,0,34400,32400,2000,5.9,
19,Community College District,Southwestern Community College District,2010,August,0,0,33700,31700,2000,5.9,
19,Community College District,Southwestern Community College District,2010,September,0,0,33200,31300,1900,5.6,
19,Community College District,Southwestern Community College District,2010,October,0,0,33800,32000,1800,5.4,
19,Community College District,Southwestern Community College District,2010,November,0,0,33500,31600,1900,5.6,
19,Community College District,Southwestern Community College District,2010,December,0,0,33300,31300,2000,6,
19,Community College District,Southwestern Community College District,2011,January,0,0,33600,31300,2300,6.8,
19,Community College District,Southwestern Community College District,2011,February,0,0,33400,31200,2200,6.5,
19,Community College District,Southwestern Community College District,2011,March,0,0,33500,31500,2000,6,
19,Community College District,Southwestern Community College District,2011,April,0,0,33100,31400,1700,5.1,
19,Community College District,Southwestern Community College District,2011,May,0,0,32900,31300,1600,4.8,
19,Community College District,Southwestern Community College District,2011,June,0,0,33500,31700,1700,5.2,
19,Community College District,Southwestern Community College District,2011,July,0,0,33500,31900,1600,4.9,
19,Community College District,Southwestern Community College District,2011,August,0,0,32900,31300,1700,5.1,
19,Community College District,Southwestern Community College District,2011,September,0,0,32500,30900,1600,4.9,
19,Community College District,Southwestern Community College District,2011,October,0,0,32800,31200,1600,4.8,
19,Community College District,Southwestern Community College District,2011,November,0,0,32700,31100,1600,4.8,
19,Community College District,Southwestern Community College District,2011,December,0,0,32400,30700,1700,5.3,
19,Community College District,Southwestern Community College District,2012,January,0,0,32700,30800,1900,5.8,
19,Community College District,Southwestern Community College District,2012,February,0,0,32600,30700,1800,5.7,
19,Community College District,Southwestern Community College District,2012,March,0,0,32500,30800,1700,5.2,
19,Community College District,Southwestern Community College District,2012,April,0,0,32300,30800,1500,4.5,
19,Community College District,Southwestern Community College District,2012,May,0,0,32300,30900,1400,4.4,
19,Community College District,Southwestern Community College District,2012,June,0,0,33100,31400,1700,5.1,
19,Community College District,Southwestern Community College District,2012,July,0,0,33200,31600,1600,4.7,
19,Community College District,Southwestern Community College District,2012,August,0,0,32600,31000,1500,4.7,
19,Community College District,Southwestern Community College District,2012,September,0,0,32500,31100,1400,4.3,
19,Community College District,Southwestern Community College District,2012,October,0,0,33000,31600,1400,4.3,
19,Community College District,Southwestern Community College District,2012,November,0,0,32700,31300,1400,4.3,
19,Community College District,Southwestern Community College District,2012,December,0,0,32300,30800,1600,4.8,
19,Community College District,Southwestern Community College District,2013,January,0,0,32400,30500,1900,5.8,
19,Community College District,Southwestern Community College District,2013,February,0,0,32300,30500,1800,5.5,
19,Community College District,Southwestern Community College District,2013,March,0,0,32200,30500,1700,5.4,
19,Community College District,Southwestern Community College District,2013,April,0,0,32700,31100,1500,4.7,
19,Community College District,Southwestern Community College District,2013,May,0,0,32500,31100,1400,4.3,
19,Community College District,Southwestern Community College District,2013,June,0,0,33400,31900,1500,4.6,
19,Community College District,Southwestern Community College District,2013,July,0,0,33700,32200,1500,4.5,
19,Community College District,Southwestern Community College District,2013,August,0,0,33200,31600,1600,4.7,
19,Community College District,Southwestern Community College District,2013,September,0,0,33000,31600,1300,4,
19,Community College District,Southwestern Community College District,2013,October,0,0,33000,31700,1300,3.8,
19,Community College District,Southwestern Community College District,2013,November,0,0,32700,31500,1300,3.9,
19,Community College District,Southwestern Community College District,2013,December,0,0,32600,31300,1300,4.1,
19,Community College District,Southwestern Community College District,2014,January,0,0,33000,31300,1700,5.2,
19,Community College District,Southwestern Community College District,2014,February,0,0,32900,31200,1700,5,
19,Community College District,Southwestern Community College District,2014,March,0,0,32900,31300,1600,4.9,
19,Community College District,Southwestern Community College District,2014,April,0,0,33000,31700,1300,3.9,
19,Community College District,Southwestern Community College District,2014,May,0,0,32900,31600,1300,3.8,
19,Community College District,Southwestern Community College District,2014,June,0,0,33700,32300,1400,4,
19,Community College District,Southwestern Community College District,2014,July,0,0,33800,32400,1400,4.1,
19,Community College District,Southwestern Community College District,2014,August,0,0,33600,32200,1300,3.9,
19,Community College District,Southwestern Community College District,2014,September,0,0,33700,32500,1200,3.6,
19,Community College District,Southwestern Community College District,2014,October,0,0,33800,32600,1100,3.4,
19,Community College District,Southwestern Community College District,2014,November,0,0,33300,32200,1200,3.5,
19,Community College District,Southwestern Community College District,2014,December,0,0,32900,31600,1300,3.9,
19,Community College District,Southwestern Community College District,2015,January,0,0,33000,31500,1600,4.7,
19,Community College District,Southwestern Community College District,2015,February,0,0,33000,31600,1400,4.3,
19,Community College District,Southwestern Community College District,2015,March,0,0,33100,31800,1300,4.1,
19,Community College District,Southwestern Community College District,2015,April,0,0,33000,32000,1000,3.2,
19,Community College District,Southwestern Community College District,2015,May,0,0,33100,32000,1100,3.3,
19,Community College District,Southwestern Community College District,2015,June,0,0,33700,32500,1200,3.7,
19,Community College District,Southwestern Community College District,2015,July,0,0,33900,32700,1200,3.5,
19,Community College District,Southwestern Community College District,2015,August,0,0,33400,32300,1100,3.4,
19,Community College District,Southwestern Community College District,2015,September,0,0,33100,32100,1000,3.1,
19,Community College District,Southwestern Community College District,2015,October,0,0,33300,32300,1000,3,
19,Community College District,Southwestern Community College District,2015,November,0,0,32900,31900,1000,3.1,
19,Community College District,Southwestern Community College District,2015,December,0,0,32800,31600,1200,3.6,
19,Community College District,Southwestern Community College District,2016,January,0,0,32900,31400,1500,4.4,
19,Community College District,Southwestern Community College District,2016,February,0,0,33100,31700,1400,4.2,
19,Community College District,Southwestern Community College District,2016,March,0,0,33000,31800,1200,3.6,
19,Community College District,Southwestern Community College District,2016,April,0,0,33200,32200,1000,3.1,
19,Community College District,Southwestern Community College District,2016,May,0,0,33400,32400,1000,3,
19,Community College District,Southwestern Community College District,2016,June,0,0,33900,32700,1100,3.3,
19,Community College District,Southwestern Community College District,2016,July,0,0,34000,32900,1100,3.2,
19,Community College District,Southwestern Community College District,2016,August,0,0,33400,32300,1100,3.2,
19,Community College District,Southwestern Community College District,2016,September,0,0,32900,31900,1000,3,
19,Community College District,Southwestern Community College District,2016,October,0,0,32600,31700,900,2.8,
19,Community College District,Southwestern Community College District,2016,November,0,0,32300,31500,900,2.7,
19,Community College District,Southwestern Community College District,2016,December,0,0,32100,31100,1000,3.2,
19,Community College District,Southwestern Community College District,2017,January,0,0,32100,30700,1400,4.3,
19,Community College District,Southwestern Community College District,2017,February,0,0,32300,31100,1200,3.7,
19,Community College District,Southwestern Community College District,2017,March,0,0,32100,31100,1000,3.2,
19,Community College District,Southwestern Community College District,2017,April,0,0,32300,31400,900,2.8,
19,Community College District,Southwestern Community College District,2017,May,0,0,32300,31400,900,2.8,
19,Community College District,Southwestern Community College District,2017,June,0,0,32600,31700,1000,2.9,
19,Community College District,Southwestern Community College District,2017,July,0,0,33000,32100,900,2.8,
19,Community College District,Southwestern Community College District,2017,August,0,0,32600,31700,900,2.9,
19,Community College District,Southwestern Community College District,2017,September,0,0,32300,31500,800,2.5,
19,Community College District,Southwestern Community College District,2017,October,0,0,32300,31600,700,2.1,
19,Community College District,Southwestern Community College District,2017,November,0,0,32000,31300,700,2.2,
19,Community College District,Southwestern Community College District,2017,December,0,0,32000,31200,800,2.5,
19,Community College District,Southwestern Community College District,2018,January,0,0,32200,30900,1200,3.9,
19,Community College District,Southwestern Community College District,2018,February,0,0,32400,31200,1200,3.6,
19,Community College District,Southwestern Community College District,2018,March,0,0,31900,30900,1000,3.2,
19,Community College District,Southwestern Community College District,2018,April,0,0,32000,31100,900,2.8,
19,Community College District,Southwestern Community College District,2018,May,0,0,32500,31800,800,2.3,
19,Community College District,Southwestern Community College District,2018,June,0,0,32800,31900,900,2.7,
19,Community College District,Southwestern Community College District,2018,July,0,0,33000,32200,800,2.6,
19,Community College District,Southwestern Community College District,2018,August,0,0,32300,31500,800,2.5,
19,Community College District,Southwestern Community College District,2018,September,0,0,32400,31700,700,2.2,
19,Community College District,Southwestern Community College District,2018,October,0,0,32500,31800,700,2.1,
19,Community College District,Southwestern Community College District,2018,November,0,0,32700,32000,700,2,
19,Community College District,Southwestern Community College District,2018,December,0,0,32900,32000,900,2.8,
19,Community College District,Southwestern Community College District,2019,January,0,0,32800,31700,1100,3.4,
19,Community College District,Southwestern Community College District,2019,February,0,0,33200,32100,1100,3.2,
19,Community College District,Southwestern Community College District,2019,March,0,0,32700,31600,1100,3.3,
19,Community College District,Southwestern Community College District,2019,April,0,0,32500,31800,800,2.4,
19,Community College District,Southwestern Community College District,2019,May,0,0,32900,32100,800,2.3,
19,Community College District,Southwestern Community College District,2019,June,0,0,33500,32600,900,2.6,
19,Community College District,Southwestern Community College District,2019,July,0,0,33400,32500,900,2.6,
19,Community College District,Southwestern Community College District,2019,August,0,0,33000,32200,800,2.4,
19,Community College District,Southwestern Community College District,2019,September,0,0,33100,32400,700,2.1,
19,Community College District,Southwestern Community College District,2019,October,0,0,33200,32500,700,2,
19,Community College District,Southwestern Community College District,2019,November,0,0,33500,32700,700,2.2,
19,Community College District,Southwestern Community College District,2019,December,0,0,33500,32700,800,2.5,
19,Community College District,Southwestern Community College District,2020,January,0,0,33300,32200,1100,3.4,
19,Community College District,Southwestern Community College District,2020,February,0,0,33400,32400,1000,2.9,
19,Community College District,Southwestern Community College District,2020,March,0,0,32800,31700,1100,3.4,
19,Community College District,Southwestern Community College District,2020,April,0,0,32300,29400,2900,9.1,
19,Community College District,Southwestern Community College District,2020,May,0,1,32100,29400,2700,8.4,
19,Community College District,Indian Hills Community College District,2000,January,0,0,70000,67200,2800,4,
19,Community College District,Indian Hills Community College District,2000,February,0,0,70200,67500,2700,3.8,
19,Community College District,Indian Hills Community College District,2000,March,0,0,70300,68000,2300,3.3,
19,Community College District,Indian Hills Community College District,2000,April,0,0,70200,68100,2100,2.9,
19,Community College District,Indian Hills Community College District,2000,May,0,0,70400,68500,1900,2.7,
19,Community College District,Indian Hills Community College District,2000,June,0,0,71000,68900,2100,3,
19,Community College District,Indian Hills Community College District,2000,July,0,0,71200,69300,1900,2.7,
19,Community College District,Indian Hills Community College District,2000,August,0,0,70400,68300,2100,2.9,
19,Community College District,Indian Hills Community College District,2000,September,0,0,70100,68100,2000,2.8,
19,Community College District,Indian Hills Community College District,2000,October,0,0,70700,68700,2000,2.8,
19,Community College District,Indian Hills Community College District,2000,November,0,0,70700,68500,2200,3.1,
19,Community College District,Indian Hills Community College District,2000,December,0,0,70700,68100,2600,3.7,
19,Community College District,Indian Hills Community College District,2001,January,0,0,71300,67800,3500,4.9,
19,Community College District,Indian Hills Community College District,2001,February,0,0,71600,68400,3200,4.5,
19,Community College District,Indian Hills Community College District,2001,March,0,0,71700,68400,3200,4.5,
19,Community College District,Indian Hills Community College District,2001,April,0,0,72000,69100,2900,4.1,
19,Community College District,Indian Hills Community College District,2001,May,0,0,71700,69200,2400,3.4,
19,Community College District,Indian Hills Community College District,2001,June,0,0,72000,69300,2800,3.8,
19,Community College District,Indian Hills Community College District,2001,July,0,0,71900,69300,2600,3.6,
19,Community College District,Indian Hills Community College District,2001,August,0,0,71300,68300,3000,4.2,
19,Community College District,Indian Hills Community College District,2001,September,0,0,71400,68300,3100,4.4,
19,Community College District,Indian Hills Community College District,2001,October,0,0,72400,69400,3000,4.1,
19,Community College District,Indian Hills Community College District,2001,November,0,0,72100,68700,3400,4.7,
19,Community College District,Indian Hills Community College District,2001,December,0,0,72400,68700,3700,5.1,
19,Community College District,Indian Hills Community College District,2002,January,0,0,72500,68100,4400,6.1,
19,Community College District,Indian Hills Community College District,2002,February,0,0,72700,68500,4200,5.8,
19,Community College District,Indian Hills Community College District,2002,March,0,0,72400,68400,4100,5.6,
19,Community College District,Indian Hills Community College District,2002,April,0,0,72600,68900,3600,5,
19,Community College District,Indian Hills Community College District,2002,May,0,0,72000,68900,3100,4.3,
19,Community College District,Indian Hills Community College District,2002,June,0,0,72700,69100,3600,4.9,
19,Community College District,Indian Hills Community College District,2002,July,0,0,72700,69100,3600,4.9,
19,Community College District,Indian Hills Community College District,2002,August,0,0,72000,68400,3600,5.1,
19,Community College District,Indian Hills Community College District,2002,September,0,0,72000,68600,3500,4.8,
19,Community College District,Indian Hills Community College District,2002,October,0,0,71900,68800,3100,4.3,
19,Community College District,Indian Hills Community College District,2002,November,0,0,71500,68200,3300,4.6,
19,Community College District,Indian Hills Community College District,2002,December,0,0,71200,67600,3600,5,
19,Community College District,Indian Hills Community College District,2003,January,0,0,71500,67200,4300,6.1,
19,Community College District,Indian Hills Community College District,2003,February,0,0,71300,67100,4200,5.9,
19,Community College District,Indian Hills Community College District,2003,March,0,0,71400,67200,4200,5.9,
19,Community College District,Indian Hills Community College District,2003,April,0,0,71200,67500,3800,5.3,
19,Community College District,Indian Hills Community College District,2003,May,0,0,70900,67500,3400,4.8,
19,Community College District,Indian Hills Community College District,2003,June,0,0,71900,68000,3900,5.4,
19,Community College District,Indian Hills Community College District,2003,July,0,0,71100,67200,3800,5.4,
19,Community College District,Indian Hills Community College District,2003,August,0,0,70700,66900,3800,5.4,
19,Community College District,Indian Hills Community College District,2003,September,0,0,70500,66800,3700,5.2,
19,Community College District,Indian Hills Community College District,2003,October,0,0,70400,67400,3100,4.3,
19,Community College District,Indian Hills Community College District,2003,November,0,0,70300,67000,3300,4.6,
19,Community College District,Indian Hills Community College District,2003,December,0,0,70000,66400,3600,5.1,
19,Community College District,Indian Hills Community College District,2004,January,0,0,70200,66000,4200,5.9,
19,Community College District,Indian Hills Community College District,2004,February,0,0,70300,66200,4100,5.8,
19,Community College District,Indian Hills Community College District,2004,March,0,0,70600,66700,3900,5.5,
19,Community College District,Indian Hills Community College District,2004,April,0,0,70700,67400,3300,4.7,
19,Community College District,Indian Hills Community College District,2004,May,0,0,70300,67100,3200,4.5,
19,Community College District,Indian Hills Community College District,2004,June,0,0,71700,68100,3600,5.1,
19,Community College District,Indian Hills Community College District,2004,July,0,0,71200,67400,3700,5.3,
19,Community College District,Indian Hills Community College District,2004,August,0,0,70100,66400,3700,5.2,
19,Community College District,Indian Hills Community College District,2004,September,0,0,70500,67000,3500,4.9,
19,Community College District,Indian Hills Community College District,2004,October,0,0,70800,67400,3400,4.7,
19,Community College District,Indian Hills Community College District,2004,November,0,0,70800,67400,3400,4.8,
19,Community College District,Indian Hills Community College District,2004,December,0,0,70400,66800,3600,5.1,
19,Community College District,Indian Hills Community College District,2005,January,0,0,70500,66300,4200,6,
19,Community College District,Indian Hills Community College District,2005,February,0,0,70900,66700,4200,5.9,
19,Community College District,Indian Hills Community College District,2005,March,0,0,71000,67200,3800,5.4,
19,Community College District,Indian Hills Community College District,2005,April,0,0,71000,67700,3300,4.7,
19,Community College District,Indian Hills Community College District,2005,May,0,0,71000,67900,3100,4.4,
19,Community College District,Indian Hills Community College District,2005,June,0,0,72000,68800,3300,4.6,
19,Community College District,Indian Hills Community College District,2005,July,0,0,71700,68300,3400,4.8,
19,Community College District,Indian Hills Community College District,2005,August,0,0,70700,67300,3500,4.9,
