IDWD Research and Analysis,,,,,,,,,
,,,,,,,,,
Local Area Unemployment Statistics,,,,,,,,,
,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,Labor Force,Employed,Unemployed,Rate
"Hobart City, IN",18,34114,2020,June,6,"15,907","13,092","2,815",17.7
"Huntington City, IN",18,35302,2020,January,1,"7,909","7,617",292,3.7
"Huntington City, IN",18,35302,2020,February,2,"7,975","7,699",276,3.5
"Huntington City, IN",18,35302,2020,March,3,"7,684","7,430",254,3.3
"Huntington City, IN",18,35302,2020,April,4,"8,005","6,300","1,705",21.3
"Huntington City, IN",18,35302,2020,May,5,"8,311","7,034","1,277",15.4
"Huntington City, IN",18,35302,2020,June,6,"8,189","7,171","1,018",12.4
"Indianapolis (Cons) , IN",18,36000,2020,January,1,"451,958","436,651","15,307",3.4
"Indianapolis (Cons) , IN",18,36000,2020,February,2,"452,632","438,365","14,267",3.2
"Indianapolis (Cons) , IN",18,36000,2020,March,3,"437,910","424,441","13,469",3.1
"Indianapolis (Cons) , IN",18,36000,2020,April,4,"420,309","361,340","58,969",14
"Indianapolis (Cons) , IN",18,36000,2020,May,5,"445,527","395,012","50,515",11.3
"Indianapolis (Cons) , IN",18,36000,2020,June,6,"469,345","411,117","58,228",12.4
"Indianapolis (Core) , IN",18,36003,2020,January,1,"447,083","431,942","15,141",3.4
"Indianapolis (Core) , IN",18,36003,2020,February,2,"447,760","433,637","14,123",3.2
"Indianapolis (Core) , IN",18,36003,2020,March,3,"433,193","419,864","13,329",3.1
"Indianapolis (Core) , IN",18,36003,2020,April,4,"415,837","357,443","58,394",14
"Indianapolis (Core) , IN",18,36003,2020,May,5,"440,744","390,752","49,992",11.3
"Indianapolis (Core) , IN",18,36003,2020,June,6,"464,335","406,683","57,652",12.4
"Jasper City, IN",18,37782,2020,January,1,"8,524","8,312",212,2.5
"Jasper City, IN",18,37782,2020,February,2,"8,521","8,323",198,2.3
"Jasper City, IN",18,37782,2020,March,3,"8,280","8,105",175,2.1
"Jasper City, IN",18,37782,2020,April,4,"7,659","6,837",822,10.7
"Jasper City, IN",18,37782,2020,May,5,"8,245","7,737",508,6.2
"Jasper City, IN",18,37782,2020,June,6,"8,719","8,063",656,7.5
"Jeffersonville City, IN",18,38358,2020,January,1,"25,384","24,596",788,3.1
"Jeffersonville City, IN",18,38358,2020,February,2,"25,436","24,723",713,2.8
"Jeffersonville City, IN",18,38358,2020,March,3,"24,582","23,876",706,2.9
"Jeffersonville City, IN",18,38358,2020,April,4,"23,321","19,095","4,226",18.1
"Jeffersonville City, IN",18,38358,2020,May,5,"24,080","20,914","3,166",13.1
"Jeffersonville City, IN",18,38358,2020,June,6,"25,620","22,437","3,183",12.4
"Kendallville City, IN",18,39402,2020,January,1,"4,701","4,534",167,3.6
"Kendallville City, IN",18,39402,2020,February,2,"4,711","4,564",147,3.1
"Kendallville City, IN",18,39402,2020,March,3,"4,547","4,397",150,3.3
"Kendallville City, IN",18,39402,2020,April,4,"5,242","3,733","1,509",28.8
"Kendallville City, IN",18,39402,2020,May,5,"5,139","4,200",939,18.3
"Kendallville City, IN",18,39402,2020,June,6,"5,062","4,335",727,14.4
"Kokomo City, IN",18,40392,2020,January,1,"25,513","24,376","1,137",4.5
"Kokomo City, IN",18,40392,2020,February,2,"25,449","24,401","1,048",4.1
"Kokomo City, IN",18,40392,2020,March,3,"24,551","23,529","1,022",4.2
"Kokomo City, IN",18,40392,2020,April,4,"28,797","18,598","10,199",35.4
"Kokomo City, IN",18,40392,2020,May,5,"29,126","22,090","7,036",24.2
"Kokomo City, IN",18,40392,2020,June,6,"27,664","22,561","5,103",18.4
"Lafayette City, IN",18,40788,2020,January,1,"39,744","38,583","1,161",2.9
"Lafayette City, IN",18,40788,2020,February,2,"41,104","40,003","1,101",2.7
"Lafayette City, IN",18,40788,2020,March,3,"39,350","38,291","1,059",2.7
"Lafayette City, IN",18,40788,2020,April,4,"36,675","30,536","6,139",16.7
"Lafayette City, IN",18,40788,2020,May,5,"38,460","32,484","5,976",15.5
"Lafayette City, IN",18,40788,2020,June,6,"38,262","33,328","4,934",12.9
"Lake Station City, IN",18,41535,2020,January,1,"4,940","4,562",378,7.7
"Lake Station City, IN",18,41535,2020,February,2,"4,976","4,596",380,7.6
"Lake Station City, IN",18,41535,2020,March,3,"4,794","4,451",343,7.2
"Lake Station City, IN",18,41535,2020,April,4,"5,151","3,789","1,362",26.4
"Lake Station City, IN",18,41535,2020,May,5,"5,275","4,147","1,128",21.4
"Lake Station City, IN",18,41535,2020,June,6,"5,391","4,257","1,134",21
"La Porte City, IN",18,42246,2020,January,1,"9,526","9,057",469,4.9
"La Porte City, IN",18,42246,2020,February,2,"9,579","9,109",470,4.9
"La Porte City, IN",18,42246,2020,March,3,"9,226","8,826",400,4.3
"La Porte City, IN",18,42246,2020,April,4,"9,491","7,589","1,902",20
"La Porte City, IN",18,42246,2020,May,5,"9,838","8,441","1,397",14.2
"La Porte City, IN",18,42246,2020,June,6,"10,289","8,746","1,543",15
"Lawrence City, IN",18,42426,2020,January,1,"27,006","26,166",840,3.1
"Lawrence City, IN",18,42426,2020,February,2,"27,044","26,268",776,2.9
"Lawrence City, IN",18,42426,2020,March,3,"26,160","25,434",726,2.8
"Lawrence City, IN",18,42426,2020,April,4,"24,624","21,653","2,971",12.1
"Lawrence City, IN",18,42426,2020,May,5,"26,241","23,671","2,570",9.8
"Lawrence City, IN",18,42426,2020,June,6,"27,566","24,636","2,930",10.6
"Lebanon City, IN",18,42624,2020,January,1,"8,822","8,563",259,2.9
"Lebanon City, IN",18,42624,2020,February,2,"8,792","8,575",217,2.5
"Lebanon City, IN",18,42624,2020,March,3,"8,495","8,285",210,2.5
"Lebanon City, IN",18,42624,2020,April,4,"7,951","7,073",878,11
"Lebanon City, IN",18,42624,2020,May,5,"8,484","7,776",708,8.3
"Lebanon City, IN",18,42624,2020,June,6,"8,849","8,114",735,8.3
"Logansport City, IN",18,44658,2020,January,1,"7,822","7,485",337,4.3
"Logansport City, IN",18,44658,2020,February,2,"7,850","7,546",304,3.9
"Logansport City, IN",18,44658,2020,March,3,"7,505","7,214",291,3.9
"Logansport City, IN",18,44658,2020,April,4,"7,222","6,120","1,102",15.3
"Logansport City, IN",18,44658,2020,May,5,"7,862","6,922",940,12
"Logansport City, IN",18,44658,2020,June,6,"8,140","7,190",950,11.7
"Madison City, IN",18,45990,2020,January,1,"5,456","5,255",201,3.7
"Madison City, IN",18,45990,2020,February,2,"5,470","5,291",179,3.3
"Madison City, IN",18,45990,2020,March,3,"5,336","5,157",179,3.4
"Madison City, IN",18,45990,2020,April,4,"5,663","4,335","1,328",23.5
"Madison City, IN",18,45990,2020,May,5,"5,719","4,867",852,14.9
"Madison City, IN",18,45990,2020,June,6,"5,626","5,001",625,11.1
"Marion City, IN",18,46908,2020,January,1,"12,061","11,509",552,4.6
"Marion City, IN",18,46908,2020,February,2,"12,644","12,136",508,4
"Marion City, IN",18,46908,2020,March,3,"12,311","11,809",502,4.1
"Marion City, IN",18,46908,2020,April,4,"11,682","9,906","1,776",15.2
"Marion City, IN",18,46908,2020,May,5,"12,391","11,020","1,371",11.1
"Marion City, IN",18,46908,2020,June,6,"12,398","10,961","1,437",11.6
"Martinsville City, IN",18,47448,2020,January,1,"5,370","5,123",247,4.6
"Martinsville City, IN",18,47448,2020,February,2,"5,359","5,132",227,4.2
"Martinsville City, IN",18,47448,2020,March,3,"5,146","4,962",184,3.6
"Martinsville City, IN",18,47448,2020,April,4,"4,965","4,231",734,14.8
"Martinsville City, IN",18,47448,2020,May,5,"5,203","4,643",560,10.8
"Martinsville City, IN",18,47448,2020,June,6,"5,411","4,845",566,10.5
"Merrillville town, IN",18,48528,2020,January,1,"17,009","16,054",955,5.6
"Merrillville town, IN",18,48528,2020,February,2,"17,079","16,170",909,5.3
"Merrillville town, IN",18,48528,2020,March,3,"16,549","15,661",888,5.4
"Merrillville town, IN",18,48528,2020,April,4,"17,141","13,333","3,808",22.2
"Merrillville town, IN",18,48528,2020,May,5,"17,775","14,593","3,182",17.9
"Merrillville town, IN",18,48528,2020,June,6,"18,204","14,979","3,225",17.7
"Michigan City City, IN",18,48798,2020,January,1,"12,541","11,949",592,4.7
"Michigan City City, IN",18,48798,2020,February,2,"12,612","12,018",594,4.7
"Michigan City City, IN",18,48798,2020,March,3,"12,184","11,645",539,4.4
"Michigan City City, IN",18,48798,2020,April,4,"13,329","10,013","3,316",24.9
"Michigan City City, IN",18,48798,2020,May,5,"13,725","11,136","2,589",18.9
"Michigan City City, IN",18,48798,2020,June,6,"14,394","11,539","2,855",19.8
"Mishawaka City, IN",18,49932,2020,January,1,"26,480","25,498",982,3.7
"Mishawaka City, IN",18,49932,2020,February,2,"26,731","25,822",909,3.4
"Mishawaka City, IN",18,49932,2020,March,3,"25,748","24,892",856,3.3
"Mishawaka City, IN",18,49932,2020,April,4,"26,323","20,148","6,175",23.5
"Mishawaka City, IN",18,49932,2020,May,5,"25,817","22,218","3,599",13.9
"Mishawaka City, IN",18,49932,2020,June,6,"26,510","22,937","3,573",13.5
"Mooresville town, IN",18,50976,2020,January,1,"5,458","5,298",160,2.9
"Mooresville town, IN",18,50976,2020,February,2,"5,451","5,308",143,2.6
"Mooresville town, IN",18,50976,2020,March,3,"5,256","5,132",124,2.4
"Mooresville town, IN",18,50976,2020,April,4,"4,931","4,376",555,11.3
"Mooresville town, IN",18,50976,2020,May,5,"5,246","4,803",443,8.4
"Mooresville town, IN",18,50976,2020,June,6,"5,484","5,011",473,8.6
"Muncie City, IN",18,51876,2020,January,1,"31,377","29,999","1,378",4.4
"Muncie City, IN",18,51876,2020,February,2,"31,701","30,352","1,349",4.3
"Muncie City, IN",18,51876,2020,March,3,"30,600","29,334","1,266",4.1
"Muncie City, IN",18,51876,2020,April,4,"30,306","25,428","4,878",16.1
"Muncie City, IN",18,51876,2020,May,5,"30,318","26,533","3,785",12.5
"Muncie City, IN",18,51876,2020,June,6,"30,777","26,942","3,835",12.5
"Munster town, IN",18,51912,2020,January,1,"11,730","11,291",439,3.7
"Munster town, IN",18,51912,2020,February,2,"11,768","11,373",395,3.4
"Munster town, IN",18,51912,2020,March,3,"11,408","11,014",394,3.5
"Munster town, IN",18,51912,2020,April,4,"10,954","9,377","1,577",14.4
"Munster town, IN",18,51912,2020,May,5,"11,515","10,264","1,251",10.9
"Munster town, IN",18,51912,2020,June,6,"11,846","10,535","1,311",11.1
"New Albany City, IN",18,52326,2020,January,1,"18,805","18,104",701,3.7
"New Albany City, IN",18,52326,2020,February,2,"18,866","18,197",669,3.5
"New Albany City, IN",18,52326,2020,March,3,"18,169","17,570",599,3.3
"New Albany City, IN",18,52326,2020,April,4,"17,617","14,059","3,558",20.2
"New Albany City, IN",18,52326,2020,May,5,"18,075","15,408","2,667",14.8
"New Albany City, IN",18,52326,2020,June,6,"19,201","16,525","2,676",13.9
"New Castle City, IN",18,52740,2020,January,1,"7,565","7,287",278,3.7
"New Castle City, IN",18,52740,2020,February,2,"7,581","7,319",262,3.5
"New Castle City, IN",18,52740,2020,March,3,"7,357","7,124",233,3.2
"New Castle City, IN",18,52740,2020,April,4,"7,479","6,036","1,443",19.3
"New Castle City, IN",18,52740,2020,May,5,"7,944","6,713","1,231",15.5
"New Castle City, IN",18,52740,2020,June,6,"7,938","6,979",959,12.1
"New Haven City, IN",18,52992,2020,January,1,"8,188","7,923",265,3.2
"New Haven City, IN",18,52992,2020,February,2,"8,298","7,988",310,3.7
"New Haven City, IN",18,52992,2020,March,3,"7,917","7,690",227,2.9
"New Haven City, IN",18,52992,2020,April,4,"8,173","6,513","1,660",20.3
"New Haven City, IN",18,52992,2020,May,5,"8,357","7,208","1,149",13.7
"New Haven City, IN",18,52992,2020,June,6,"8,275","7,349",926,11.2
"Noblesville City, IN",18,54180,2020,January,1,"35,796","34,827",969,2.7
"Noblesville City, IN",18,54180,2020,February,2,"35,817","34,957",860,2.4
"Noblesville City, IN",18,54180,2020,March,3,"34,619","33,836",783,2.3
"Noblesville City, IN",18,54180,2020,April,4,"33,037","28,824","4,213",12.8
"Noblesville City, IN",18,54180,2020,May,5,"34,588","31,543","3,045",8.8
"Noblesville City, IN",18,54180,2020,June,6,"35,961","32,824","3,137",8.7
"Peru City, IN",18,59328,2020,January,1,"4,467","4,255",212,4.7
"Peru City, IN",18,59328,2020,February,2,"4,488","4,282",206,4.6
"Peru City, IN",18,59328,2020,March,3,"4,341","4,158",183,4.2
"Peru City, IN",18,59328,2020,April,4,"4,506","3,464","1,042",23.1
"Peru City, IN",18,59328,2020,May,5,"4,674","3,966",708,15.1
"Peru City, IN",18,59328,2020,June,6,"4,730","4,086",644,13.6
"Plainfield town, IN",18,60246,2020,January,1,"17,000","16,478",522,3.1
"Plainfield town, IN",18,60246,2020,February,2,"17,004","16,552",452,2.7
"Plainfield town, IN",18,60246,2020,March,3,"16,459","16,026",433,2.6
"Plainfield town, IN",18,60246,2020,April,4,"15,394","13,649","1,745",11.3
"Plainfield town, IN",18,60246,2020,May,5,"16,362","14,926","1,436",8.8
"Plainfield town, IN",18,60246,2020,June,6,"17,149","15,515","1,634",9.5
"Plymouth City, IN",18,60822,2020,January,1,"4,262","4,086",176,4.1
"Plymouth City, IN",18,60822,2020,February,2,"4,271","4,100",171,4
"Plymouth City, IN",18,60822,2020,March,3,"4,138","3,993",145,3.5
"Plymouth City, IN",18,60822,2020,April,4,"4,275","3,357",918,21.5
"Plymouth City, IN",18,60822,2020,May,5,"4,330","3,794",536,12.4
"Plymouth City, IN",18,60822,2020,June,6,"4,726","3,985",741,15.7
"Portage City, IN",18,61092,2020,January,1,"18,078","17,177",901,5
"Portage City, IN",18,61092,2020,February,2,"18,175","17,295",880,4.8
"Portage City, IN",18,61092,2020,March,3,"17,547","16,745",802,4.6
"Portage City, IN",18,61092,2020,April,4,"18,144","14,260","3,884",21.4
"Portage City, IN",18,61092,2020,May,5,"18,900","15,618","3,282",17.4
"Portage City, IN",18,61092,2020,June,6,"19,270","16,040","3,230",16.8
"Richmond City, IN",18,64260,2020,January,1,"14,915","14,298",617,4.1
"Richmond City, IN",18,64260,2020,February,2,"15,078","14,513",565,3.7
"Richmond City, IN",18,64260,2020,March,3,"14,665","14,115",550,3.8
"Richmond City, IN",18,64260,2020,April,4,"14,387","11,921","2,466",17.1
"Richmond City, IN",18,64260,2020,May,5,"15,202","13,349","1,853",12.2
"Richmond City, IN",18,64260,2020,June,6,"15,676","13,702","1,974",12.6
"Schererville town, IN",18,68220,2020,January,1,"16,103","15,459",644,4
"Schererville town, IN",18,68220,2020,February,2,"16,174","15,572",602,3.7
"Schererville town, IN",18,68220,2020,March,3,"15,643","15,081",562,3.6
"Schererville town, IN",18,68220,2020,April,4,"15,570","12,839","2,731",17.5
"Schererville town, IN",18,68220,2020,May,5,"16,293","14,053","2,240",13.7
"Schererville town, IN",18,68220,2020,June,6,"16,470","14,424","2,046",12.4
"Seymour City, IN",18,68832,2020,January,1,"10,262","9,970",292,2.8
"Seymour City, IN",18,68832,2020,February,2,"10,267","10,013",254,2.5
"Seymour City, IN",18,68832,2020,March,3,"9,873","9,624",249,2.5
"Seymour City, IN",18,68832,2020,April,4,"10,852","8,159","2,693",24.8
"Seymour City, IN",18,68832,2020,May,5,"11,273","9,115","2,158",19.1
"Seymour City, IN",18,68832,2020,June,6,"10,936","9,458","1,478",13.5
"Shelbyville City, IN",18,69318,2020,January,1,"9,365","9,048",317,3.4
"Shelbyville City, IN",18,69318,2020,February,2,"9,357","9,071",286,3.1
"Shelbyville City, IN",18,69318,2020,March,3,"9,093","8,769",324,3.6
"Shelbyville City, IN",18,69318,2020,April,4,"9,907","7,484","2,423",24.5
"Shelbyville City, IN",18,69318,2020,May,5,"10,147","8,218","1,929",19
"Shelbyville City, IN",18,69318,2020,June,6,"10,201","8,560","1,641",16.1
"South Bend City, IN",18,71000,2020,January,1,"47,838","45,808","2,030",4.2
"South Bend City, IN",18,71000,2020,February,2,"48,281","46,390","1,891",3.9
"South Bend City, IN",18,71000,2020,March,3,"46,530","44,718","1,812",3.9
"South Bend City, IN",18,71000,2020,April,4,"46,540","36,195","10,345",22.2
"South Bend City, IN",18,71000,2020,May,5,"47,093","39,915","7,178",15.2
"South Bend City, IN",18,71000,2020,June,6,"49,173","41,206","7,967",16.2
"Speedway town, IN",18,71828,2020,January,1,"6,665","6,448",217,3.3
"Speedway town, IN",18,71828,2020,February,2,"6,679","6,473",206,3.1
"Speedway town, IN",18,71828,2020,March,3,"6,463","6,268",195,3
"Speedway town, IN",18,71828,2020,April,4,"6,243","5,336",907,14.5
"Speedway town, IN",18,71828,2020,May,5,"6,610","5,833",777,11.8
"Speedway town, IN",18,71828,2020,June,6,"6,974","6,071",903,12.9
"Terre Haute City, IN",18,75428,2020,January,1,"25,261","23,987","1,274",5
"Terre Haute City, IN",18,75428,2020,February,2,"25,444","24,239","1,205",4.7
"Terre Haute City, IN",18,75428,2020,March,3,"24,469","23,424","1,045",4.3
"Terre Haute City, IN",18,75428,2020,April,4,"23,841","19,569","4,272",17.9
"Terre Haute City, IN",18,75428,2020,May,5,"24,931","21,676","3,255",13.1
"Terre Haute City, IN",18,75428,2020,June,6,"25,559","22,087","3,472",13.6
"Valparaiso City, IN",18,78326,2020,January,1,"16,822","16,162",660,3.9
"Valparaiso City, IN",18,78326,2020,February,2,"16,904","16,272",632,3.7
"Valparaiso City, IN",18,78326,2020,March,3,"16,339","15,755",584,3.6
"Valparaiso City, IN",18,78326,2020,April,4,"16,208","13,417","2,791",17.2
"Valparaiso City, IN",18,78326,2020,May,5,"16,828","14,695","2,133",12.7
"Valparaiso City, IN",18,78326,2020,June,6,"17,253","15,092","2,161",12.5
"Vincennes City, IN",18,79208,2020,January,1,"7,532","7,223",309,4.1
"Vincennes City, IN",18,79208,2020,February,2,"7,608","7,323",285,3.7
"Vincennes City, IN",18,79208,2020,March,3,"7,288","7,040",248,3.4
"Vincennes City, IN",18,79208,2020,April,4,"7,474","5,906","1,568",21
"Vincennes City, IN",18,79208,2020,May,5,"7,702","6,597","1,105",14.3
"Vincennes City, IN",18,79208,2020,June,6,"7,818","6,871",947,12.1
"Wabash City, IN",18,79370,2020,January,1,"4,630","4,458",172,3.7
"Wabash City, IN",18,79370,2020,February,2,"4,723","4,556",167,3.5
"Wabash City, IN",18,79370,2020,March,3,"4,527","4,380",147,3.2
"Wabash City, IN",18,79370,2020,April,4,"4,619","3,714",905,19.6
"Wabash City, IN",18,79370,2020,May,5,"4,755","4,178",577,12.1
"Wabash City, IN",18,79370,2020,June,6,"4,743","4,207",536,11.3
"Warsaw City, IN",18,80306,2020,January,1,"7,692","7,440",252,3.3
"Warsaw City, IN",18,80306,2020,February,2,"7,716","7,489",227,2.9
"Warsaw City, IN",18,80306,2020,March,3,"7,518","7,313",205,2.7
"Warsaw City, IN",18,80306,2020,April,4,"7,460","6,283","1,177",15.8
"Warsaw City, IN",18,80306,2020,May,5,"7,705","6,935",770,10
"Warsaw City, IN",18,80306,2020,June,6,"8,014","7,160",854,10.7
"Washington City, IN",18,80504,2020,January,1,"5,942","5,739",203,3.4
"Washington City, IN",18,80504,2020,February,2,"5,935","5,739",196,3.3
"Washington City, IN",18,80504,2020,March,3,"5,762","5,588",174,3
"Washington City, IN",18,80504,2020,April,4,"5,339","4,725",614,11.5
"Washington City, IN",18,80504,2020,May,5,"5,834","5,356",478,8.2
"Washington City, IN",18,80504,2020,June,6,"6,050","5,576",474,7.8
"Westfield town, IN",18,82700,2020,January,1,"23,256","22,682",574,2.5
"Westfield town, IN",18,82700,2020,February,2,"23,293","22,767",526,2.3
"Westfield town, IN",18,82700,2020,March,3,"22,514","22,036",478,2.1
"Westfield town, IN",18,82700,2020,April,4,"20,874","18,772","2,102",10.1
"Westfield town, IN",18,82700,2020,May,5,"22,202","20,543","1,659",7.5
"Westfield town, IN",18,82700,2020,June,6,"23,203","21,378","1,825",7.9
"West Lafayette City, IN",18,82862,2020,January,1,"23,189","22,524",665,2.9
"West Lafayette City, IN",18,82862,2020,February,2,"23,923","23,353",570,2.4
"West Lafayette City, IN",18,82862,2020,March,3,"22,887","22,353",534,2.3
"West Lafayette City, IN",18,82862,2020,April,4,"18,734","17,826",908,4.8
"West Lafayette City, IN",18,82862,2020,May,5,"19,866","18,963",903,4.5
"West Lafayette City, IN",18,82862,2020,June,6,"20,678","19,456","1,222",5.9
"Zionsville town, IN",18,86372,2020,January,1,"14,417","14,045",372,2.6
"Zionsville town, IN",18,86372,2020,February,2,"14,382","14,064",318,2.2
"Zionsville town, IN",18,86372,2020,March,3,"13,889","13,589",300,2.2
"Zionsville town, IN",18,86372,2020,April,4,"12,560","11,601",959,7.6
"Zionsville town, IN",18,86372,2020,May,5,"13,494","12,755",739,5.5
"Zionsville town, IN",18,86372,2020,June,6,"14,245","13,309",936,6.6
