Year,Period Type,Period,Period Name,Area Type,Area Name,Labor Force,Employed,Unemployed,Unemployment Rate,Last Period Unemp Rate,Last Year Unemp Rate,Last Period % Change,Last Year % Change
2019,Monthly,9,September,County,Chesapeake city,"123,785","120,415","3,370",2.7,3.1,3,-12.9,-10
2019,Monthly,9,September,County,Colonial Heights city,"8,872","8,610",262,3,3.3,3.2,-9.09,-6.25
2019,Monthly,9,September,County,Covington city,"2,398","2,305",93,3.9,4.7,4,-17.02,-2.5
2019,Monthly,9,September,County,Danville city,"19,125","18,213",912,4.8,5.3,4.7,-9.43,2.13
2019,Monthly,9,September,County,Emporia city,"2,272","2,170",102,4.5,5.3,4.7,-15.09,-4.26
2019,Monthly,9,September,County,Fairfax city,"13,580","13,321",259,1.9,2.1,2.2,-9.52,-13.64
2019,Monthly,9,September,County,Falls Church city,"8,694","8,524",170,2,2.2,2.1,-9.09,-4.76
2019,Monthly,9,September,County,Franklin city,"3,593","3,455",138,3.8,4.2,4.2,-9.52,-9.52
2019,Monthly,9,September,County,Fredericksburg city,"14,313","13,864",449,3.1,3.5,3.2,-11.43,-3.13
2019,Monthly,9,September,County,Galax city,"2,924","2,834",90,3.1,3.5,3.5,-11.43,-11.43
2019,Monthly,9,September,County,Hampton city,"64,826","62,592","2,234",3.4,3.9,3.9,-12.82,-12.82
2019,Monthly,9,September,County,Harrisonburg city,"25,475","24,724",751,2.9,3.6,3.3,-19.44,-12.12
2019,Monthly,9,September,County,Hopewell city,"9,773","9,369",404,4.1,4.5,4.7,-8.89,-12.77
2019,Monthly,9,September,County,Lexington city,"2,116","2,025",91,4.3,5,4.4,-14,-2.27
2019,Monthly,9,September,County,Lynchburg city,"36,714","35,455","1,259",3.4,4,3.7,-15,-8.11
2019,Monthly,9,September,County,Manassas city,"22,282","21,772",510,2.3,2.6,2.5,-11.54,-8
2019,Monthly,9,September,County,Manassas Park city,"9,458","9,250",208,2.2,2.4,2.5,-8.33,-12
2019,Monthly,9,September,County,Martinsville city,"5,483","5,272",211,3.8,4.6,4.1,-17.39,-7.32
2019,Monthly,9,September,County,Newport News city,"89,518","86,655","2,863",3.2,3.6,3.5,-11.11,-8.57
2019,Monthly,9,September,County,Norfolk city,"112,499","108,918","3,581",3.2,3.7,3.5,-13.51,-8.57
2019,Monthly,9,September,County,Norton city,"1,694","1,634",60,3.5,3.8,3.9,-7.89,-10.26
2019,Monthly,9,September,County,Petersburg city,"13,097","12,426",671,5.1,5.8,5.8,-12.07,-12.07
2019,Monthly,9,September,County,Poquoson city,"6,440","6,290",150,2.3,2.5,2.5,-8,-8
2019,Monthly,9,September,County,Portsmouth city,"44,611","42,990","1,621",3.6,4.1,3.9,-12.2,-7.69
2019,Monthly,9,September,County,Radford city,"8,790","8,501",289,3.3,4,3.6,-17.5,-8.33
2019,Monthly,9,September,County,Richmond city,"119,235","115,553","3,682",3.1,3.5,3.4,-11.43,-8.82
2019,Monthly,9,September,County,Roanoke city,"49,451","48,077","1,374",2.8,3.3,2.9,-15.15,-3.45
2019,Monthly,9,September,County,Salem city,"13,082","12,735",347,2.7,3,2.8,-10,-3.57
2019,Monthly,9,September,County,Staunton city,"12,366","12,068",298,2.4,2.9,2.7,-17.24,-11.11
2019,Monthly,9,September,County,Suffolk city,"45,044","43,742","1,302",2.9,3.2,3.1,-9.38,-6.45
2019,Monthly,9,September,County,Virginia Beach city,"234,938","228,986","5,952",2.5,2.9,2.8,-13.79,-10.71
2019,Monthly,9,September,County,Waynesboro city,"10,815","10,526",289,2.7,3.1,2.9,-12.9,-6.9
2019,Monthly,9,September,County,Williamsburg city,"6,751","6,494",257,3.8,4.2,3.9,-9.52,-2.56
2019,Monthly,9,September,County,Winchester city,"14,921","14,549",372,2.5,2.8,2.8,-10.71,-10.71
2019,Monthly,10,October,County,Accomack County,"16,747","16,269",478,2.9,2.9,3.2,0,-9.38
2019,Monthly,10,October,County,Albemarle County,"58,209","56,909","1,300",2.2,2.3,2.6,-4.35,-15.38
2019,Monthly,10,October,County,Alleghany County,"6,960","6,750",210,3,3.2,3.2,-6.25,-6.25
2019,Monthly,10,October,County,Amelia County,"6,369","6,203",166,2.6,2.6,3.1,0,-16.13
2019,Monthly,10,October,County,Amherst County,"15,304","14,862",442,2.9,3,2.9,-3.33,0
2019,Monthly,10,October,County,Appomattox County,"7,291","7,071",220,3,3.2,3.1,-6.25,-3.23
2019,Monthly,10,October,County,Arlington County,"157,251","154,505","2,746",1.7,1.8,1.9,-5.56,-10.53
2019,Monthly,10,October,County,Augusta County,"38,235","37,379",856,2.2,2.2,2.5,0,-12
2019,Monthly,10,October,County,Bath County,"2,552","2,497",55,2.2,2.2,2.1,0,4.76
2019,Monthly,10,October,County,Bedford County,"39,086","38,069","1,017",2.6,2.8,2.7,-7.14,-3.7
2019,Monthly,10,October,County,Bland County,"2,856","2,790",66,2.3,2.5,2.8,-8,-17.86
2019,Monthly,10,October,County,Botetourt County,"17,601","17,182",419,2.4,2.5,2.5,-4,-4
2019,Monthly,10,October,County,Brunswick County,"6,073","5,821",252,4.1,4.2,4.4,-2.38,-6.82
2019,Monthly,10,October,County,Buchanan County,"6,686","6,318",368,5.5,5.9,4.7,-6.78,17.02
2019,Monthly,10,October,County,Buckingham County,"6,487","6,291",196,3,3.2,3.5,-6.25,-14.29
2019,Monthly,10,October,County,Campbell County,"26,423","25,680",743,2.8,2.9,3,-3.45,-6.67
2019,Monthly,10,October,County,Caroline County,"15,469","15,023",446,2.9,2.9,3,0,-3.33
2019,Monthly,10,October,County,Carroll County,"13,312","12,885",427,3.2,3.2,3.3,0,-3.03
2019,Monthly,10,October,County,Charles City County,"3,726","3,620",106,2.8,3,3.6,-6.67,-22.22
2019,Monthly,10,October,County,Charlotte County,"5,378","5,186",192,3.6,3.2,3.5,12.5,2.86
2019,Monthly,10,October,County,Chesterfield County,"190,224","185,445","4,779",2.5,2.6,2.7,-3.85,-7.41
2019,Monthly,10,October,County,Clarke County,"7,759","7,590",169,2.2,2.2,2.7,0,-18.52
2019,Monthly,10,October,County,Craig County,"2,318","2,254",64,2.8,2.9,3,-3.45,-6.67
2019,Monthly,10,October,County,Culpeper County,"25,020","24,439",581,2.3,2.4,2.6,-4.17,-11.54
2019,Monthly,10,October,County,Cumberland County,"4,682","4,556",126,2.7,2.7,2.8,0,-3.57
2019,Monthly,10,October,County,Dickenson County,"4,822","4,603",219,4.5,4.4,4.5,2.27,0
2019,Monthly,10,October,County,Dinwiddie County,"13,846","13,442",404,2.9,3,3.4,-3.33,-14.71
2019,Monthly,10,October,County,Essex County,"5,517","5,345",172,3.1,3,3.3,3.33,-6.06
2019,Monthly,10,October,County,Fairfax County,"646,163","632,820","13,343",2.1,2.1,2.3,0,-8.7
2019,Monthly,10,October,County,Fauquier County,"37,992","37,192",800,2.1,2.2,2.5,-4.55,-16
2019,Monthly,10,October,County,Floyd County,"8,127","7,941",186,2.3,2.3,2.4,0,-4.17
2019,Monthly,10,October,County,Fluvanna County,"14,133","13,840",293,2.1,2.1,2.3,0,-8.7
2019,Monthly,10,October,County,Franklin County,"26,669","25,943",726,2.7,2.8,2.9,-3.57,-6.9
2019,Monthly,10,October,County,Frederick County,"49,145","48,109","1,036",2.1,2.2,2.4,-4.55,-12.5
2019,Monthly,10,October,County,Giles County,"7,765","7,546",219,2.8,2.8,3,0,-6.67
2019,Monthly,10,October,County,Gloucester County,"19,777","19,313",464,2.3,2.4,2.6,-4.17,-11.54
2019,Monthly,10,October,County,Goochland County,"11,358","11,077",281,2.5,2.6,2.8,-3.85,-10.71
2019,Monthly,10,October,County,Grayson County,"8,131","7,924",207,2.5,2.5,2.7,0,-7.41
2019,Monthly,10,October,County,Greene County,"10,671","10,442",229,2.1,2.3,2.4,-8.7,-12.5
2019,Monthly,10,October,County,Greensville County,"4,303","4,170",133,3.1,3.2,3.2,-3.13,-3.13
2019,Monthly,10,October,County,Halifax County,"15,678","15,096",582,3.7,3.7,3.9,0,-5.13
2019,Monthly,10,October,County,Hanover County,"60,163","58,827","1,336",2.2,2.3,2.5,-4.35,-12
2019,Monthly,10,October,County,Henrico County,"184,705","179,954","4,751",2.6,2.6,2.8,0,-7.14
2019,Monthly,10,October,County,Henry County,"23,849","23,124",725,3,3.1,3.3,-3.23,-9.09
2019,Monthly,10,October,County,Highland County,"1,240","1,210",30,2.4,2.5,2.4,-4,0
2019,Monthly,10,October,County,Isle of Wight County,"19,632","19,130",502,2.6,2.5,2.8,4,-7.14
2019,Monthly,10,October,County,James City County,"36,892","36,004",888,2.4,2.4,2.7,0,-11.11
2019,Monthly,10,October,County,King and Queen County,"3,868","3,781",87,2.2,2.6,2.9,-15.38,-24.14
2019,Monthly,10,October,County,King George County,"13,669","13,341",328,2.4,2.4,2.6,0,-7.69
2019,Monthly,10,October,County,King William County,"9,288","9,048",240,2.6,2.6,2.8,0,-7.14
2019,Monthly,10,October,County,Lancaster County,"5,469","5,318",151,2.8,2.9,3,-3.45,-6.67
2019,Monthly,10,October,County,Lee County,"8,302","7,979",323,3.9,4.4,3.7,-11.36,5.41
2019,Monthly,10,October,County,Loudoun County,"226,780","222,067","4,713",2.1,2.1,2.4,0,-12.5
2019,Monthly,10,October,County,Louisa County,"20,307","19,823",484,2.4,2.4,2.7,0,-11.11
2019,Monthly,10,October,County,Lunenburg County,"5,338","5,185",153,2.9,3.1,3,-6.45,-3.33
2019,Monthly,10,October,County,Madison County,"7,626","7,475",151,2,2.1,2.2,-4.76,-9.09
2019,Monthly,10,October,County,Mathews County,"4,176","4,065",111,2.7,2.6,2.9,3.85,-6.9
2019,Monthly,10,October,County,Mecklenburg County,"12,504","12,026",478,3.8,3.8,3.6,0,5.56
2019,Monthly,10,October,County,Middlesex County,"5,351","5,230",121,2.3,2.4,2.5,-4.17,-8
2019,Monthly,10,October,County,Montgomery County,"49,344","48,068","1,276",2.6,2.7,2.7,-3.7,-3.7
2019,Monthly,10,October,County,Nelson County,"7,552","7,377",175,2.3,2.4,2.9,-4.17,-20.69
2019,Monthly,10,October,County,New Kent County,"12,656","12,389",267,2.1,2.2,2.5,-4.55,-16
2019,Monthly,10,October,County,Northampton County,"5,551","5,373",178,3.2,3.5,4.2,-8.57,-23.81
2019,Monthly,10,October,County,Northumberland County,"5,696","5,525",171,3,3,3.2,0,-6.25
2019,Monthly,10,October,County,Nottoway County,"7,358","7,163",195,2.7,2.5,2.8,8,-3.57
2019,Monthly,10,October,County,Orange County,"17,717","17,233",484,2.7,2.8,2.9,-3.57,-6.9
2019,Monthly,10,October,County,Page County,"12,223","11,885",338,2.8,2.8,3.1,0,-9.68
2019,Monthly,10,October,County,Patrick County,"7,276","7,048",228,3.1,3.1,3.2,0,-3.13
2019,Monthly,10,October,County,Pittsylvania County,"30,458","29,521",937,3.1,3.2,3.1,-3.13,0
2019,Monthly,10,October,County,Powhatan County,"14,332","14,000",332,2.3,2.4,2.6,-4.17,-11.54
2019,Monthly,10,October,County,Prince Edward County,"10,397","10,063",334,3.2,3.4,3.4,-5.88,-5.88
2019,Monthly,10,October,County,Prince George County,"15,332","14,841",491,3.2,3.2,3.4,0,-5.88
2019,Monthly,10,October,County,Prince William County,"250,024","244,346","5,678",2.3,2.3,2.6,0,-11.54
2019,Monthly,10,October,County,Pulaski County,"15,780","15,304",476,3,2.9,3,3.45,0
2019,Monthly,10,October,County,Rappahannock County,"3,750","3,668",82,2.2,2.3,2.6,-4.35,-15.38
2019,Monthly,10,October,County,Richmond County,"4,119","4,014",105,2.5,2.6,2.5,-3.85,0
2019,Monthly,10,October,County,Roanoke County,"49,804","48,630","1,174",2.4,2.4,2.5,0,-4
2019,Monthly,10,October,County,Rockbridge County,"10,983","10,716",267,2.4,2.6,2.6,-7.69,-7.69
2019,Monthly,10,October,County,Rockingham County,"43,157","42,295",862,2,2.1,2.4,-4.76,-16.67
2019,Monthly,10,October,County,Russell County,"11,329","10,923",406,3.6,3.8,3.8,-5.26,-5.26
2019,Monthly,10,October,County,Scott County,"9,205","8,952",253,2.7,2.8,3,-3.57,-10
2019,Monthly,10,October,County,Shenandoah County,"22,602","22,099",503,2.2,2.3,2.7,-4.35,-18.52
2019,Monthly,10,October,County,Smyth County,"13,935","13,426",509,3.7,3.5,3.7,5.71,0
2019,Monthly,10,October,County,Southampton County,"9,243","9,008",235,2.5,2.6,2.5,-3.85,0
2019,Monthly,10,October,County,Spotsylvania County,"68,255","66,472","1,783",2.6,2.7,2.8,-3.7,-7.14
2019,Monthly,10,October,County,Stafford County,"73,443","71,594","1,849",2.5,2.5,2.8,0,-10.71
2019,Monthly,10,October,County,Surry County,"3,756","3,645",111,3,3,3.4,0,-11.76
2019,Monthly,10,October,County,Sussex County,"3,908","3,751",157,4,4.4,4.3,-9.09,-6.98
2019,Monthly,10,October,County,Tazewell County,"15,763","15,128",635,4,4.1,4.1,-2.44,-2.44
2019,Monthly,10,October,County,Warren County,"20,766","20,246",520,2.5,2.6,2.9,-3.85,-13.79
2019,Monthly,10,October,County,Washington County,"26,949","26,164",785,2.9,3,3,-3.33,-3.33
2019,Monthly,10,October,County,Westmoreland County,"9,621","9,350",271,2.8,3,3,-6.67,-6.67
2019,Monthly,10,October,County,Wise County,"13,515","12,949",566,4.2,4.5,4.3,-6.67,-2.33
2019,Monthly,10,October,County,Wythe County,"13,821","13,366",455,3.3,3.2,3.3,3.13,0
2019,Monthly,10,October,County,York County,"33,052","32,260",792,2.4,2.5,2.7,-4,-11.11
2019,Monthly,10,October,County,Alexandria city,"103,167","101,198","1,969",1.9,1.9,2.2,0,-13.64
2019,Monthly,10,October,County,Bristol city,"7,230","6,981",249,3.4,3.5,3.5,-2.86,-2.86
2019,Monthly,10,October,County,Buena Vista city,"3,653","3,569",84,2.3,2.4,2.7,-4.17,-14.81
2019,Monthly,10,October,County,Charlottesville city,"26,862","26,313",549,2,2,2.3,0,-13.04
2019,Monthly,10,October,County,Chesapeake city,"123,888","120,588","3,300",2.7,2.7,2.9,0,-6.9
2019,Monthly,10,October,County,Colonial Heights city,"8,947","8,667",280,3.1,3,3.2,3.33,-3.13
2019,Monthly,10,October,County,Covington city,"2,410","2,322",88,3.7,3.9,3.7,-5.13,0
2019,Monthly,10,October,County,Danville city,"19,268","18,406",862,4.5,4.8,4.3,-6.25,4.65
2019,Monthly,10,October,County,Emporia city,"2,283","2,192",91,4,4.5,4.2,-11.11,-4.76
2019,Monthly,10,October,County,Fairfax city,"13,681","13,414",267,2,1.9,2.2,5.26,-9.09
2019,Monthly,10,October,County,Falls Church city,"8,744","8,581",163,1.9,2,2.1,-5,-9.52
2019,Monthly,10,October,County,Franklin city,"3,603","3,464",139,3.9,3.8,4.1,2.63,-4.88
2019,Monthly,10,October,County,Fredericksburg city,"14,389","13,964",425,3,3.1,3,-3.23,0
2019,Monthly,10,October,County,Galax city,"2,919","2,838",81,2.8,3.1,3.3,-9.68,-15.15
2019,Monthly,10,October,County,Hampton city,"64,892","62,669","2,223",3.4,3.4,3.7,0,-8.11
2019,Monthly,10,October,County,Harrisonburg city,"25,648","24,955",693,2.7,2.9,3.2,-6.9,-15.63
2019,Monthly,10,October,County,Hopewell city,"9,816","9,434",382,3.9,4.1,4.5,-4.88,-13.33
2019,Monthly,10,October,County,Lexington city,"2,129","2,039",90,4.2,4.3,4.1,-2.33,2.44
2019,Monthly,10,October,County,Lynchburg city,"36,902","35,715","1,187",3.2,3.4,3.5,-5.88,-8.57
2019,Monthly,10,October,County,Manassas city,"22,414","21,929",485,2.2,2.3,2.4,-4.35,-8.33
2019,Monthly,10,October,County,Manassas Park city,"9,524","9,317",207,2.2,2.2,2.4,0,-8.33
2019,Monthly,10,October,County,Martinsville city,"5,506","5,289",217,3.9,3.8,3.9,2.63,0
2019,Monthly,10,October,County,Newport News city,"89,557","86,745","2,812",3.1,3.2,3.3,-3.13,-6.06
2019,Monthly,10,October,County,Norfolk city,"112,518","109,028","3,490",3.1,3.2,3.3,-3.13,-6.06
2019,Monthly,10,October,County,Norton city,"1,691","1,637",54,3.2,3.5,3.8,-8.57,-15.79
2019,Monthly,10,October,County,Petersburg city,"13,179","12,510",669,5.1,5.1,5.5,0,-7.27
2019,Monthly,10,October,County,Poquoson city,"6,463","6,316",147,2.3,2.3,2.7,0,-14.81
2019,Monthly,10,October,County,Portsmouth city,"44,631","43,032","1,599",3.6,3.6,3.7,0,-2.7
2019,Monthly,10,October,County,Radford city,"8,491","8,229",262,3.1,3.3,3.4,-6.06,-8.82
2019,Monthly,10,October,County,Richmond city,"119,924","116,325","3,599",3,3.1,3.2,-3.23,-6.25
2019,Monthly,10,October,County,Roanoke city,"49,535","48,167","1,368",2.8,2.8,2.8,0,0
2019,Monthly,10,October,County,Salem city,"13,085","12,757",328,2.5,2.7,2.7,-7.41,-7.41
2019,Monthly,10,October,County,Staunton city,"12,443","12,139",304,2.4,2.4,2.7,0,-11.11
2019,Monthly,10,October,County,Suffolk city,"45,076","43,817","1,259",2.8,2.9,3,-3.45,-6.67
2019,Monthly,10,October,County,Virginia Beach city,"235,102","229,249","5,853",2.5,2.5,2.7,0,-7.41
2019,Monthly,10,October,County,Waynesboro city,"10,870","10,581",289,2.7,2.7,3,0,-10
2019,Monthly,10,October,County,Williamsburg city,"6,734","6,499",235,3.5,3.8,3.7,-7.89,-5.41
2019,Monthly,10,October,County,Winchester city,"15,122","14,752",370,2.4,2.5,2.8,-4,-14.29
2019,Monthly,11,November,County,Accomack County,"16,553","16,055",498,3,2.9,3.3,3.45,-9.09
2019,Monthly,11,November,County,Albemarle County,"58,238","56,983","1,255",2.2,2.2,2.5,0,-12
2019,Monthly,11,November,County,Alleghany County,"6,858","6,635",223,3.3,3,3,10,10
2019,Monthly,11,November,County,Amelia County,"6,382","6,210",172,2.7,2.6,3,3.85,-10
2019,Monthly,11,November,County,Amherst County,"15,164","14,733",431,2.8,2.9,2.8,-3.45,0
2019,Monthly,11,November,County,Appomattox County,"7,230","7,006",224,3.1,3,2.9,3.33,6.9
2019,Monthly,11,November,County,Arlington County,"157,073","154,441","2,632",1.7,1.7,1.8,0,-5.56
2019,Monthly,11,November,County,Augusta County,"38,025","37,200",825,2.2,2.2,2.4,0,-8.33
2019,Monthly,11,November,County,Bath County,"2,510","2,456",54,2.2,2.2,2.2,0,0
2019,Monthly,11,November,County,Bedford County,"38,801","37,826",975,2.5,2.6,2.6,-3.85,-3.85
2019,Monthly,11,November,County,Bland County,"2,871","2,795",76,2.6,2.3,2.8,13.04,-7.14
2019,Monthly,11,November,County,Botetourt County,"17,528","17,121",407,2.3,2.4,2.3,-4.17,0
2019,Monthly,11,November,County,Brunswick County,"6,007","5,759",248,4.1,4.1,4.4,0,-6.82
2019,Monthly,11,November,County,Buchanan County,"6,644","6,272",372,5.6,5.5,4.5,1.82,24.44
2019,Monthly,11,November,County,Buckingham County,"6,541","6,294",247,3.8,3,3.7,26.67,2.7
2019,Monthly,11,November,County,Campbell County,"26,217","25,480",737,2.8,2.8,2.9,0,-3.45
2019,Monthly,11,November,County,Caroline County,"15,478","15,044",434,2.8,2.9,2.9,-3.45,-3.45
2019,Monthly,11,November,County,Carroll County,"13,207","12,795",412,3.1,3.2,3.4,-3.13,-8.82
2019,Monthly,11,November,County,Charles City County,"3,713","3,612",101,2.7,2.8,3.3,-3.57,-18.18
2019,Monthly,11,November,County,Charlotte County,"5,282","5,116",166,3.1,3.6,3.1,-13.89,0
2019,Monthly,11,November,County,Chesterfield County,"190,312","185,708","4,604",2.4,2.5,2.6,-4,-7.69
2019,Monthly,11,November,County,Clarke County,"7,749","7,588",161,2.1,2.2,2.5,-4.55,-16
2019,Monthly,11,November,County,Craig County,"2,313","2,250",63,2.7,2.8,2.9,-3.57,-6.9
2019,Monthly,11,November,County,Culpeper County,"25,061","24,507",554,2.2,2.3,2.5,-4.35,-12
2019,Monthly,11,November,County,Cumberland County,"4,649","4,526",123,2.6,2.7,2.7,-3.7,-3.7
2019,Monthly,11,November,County,Dickenson County,"4,762","4,535",227,4.8,4.5,4.4,6.67,9.09
2019,Monthly,11,November,County,Dinwiddie County,"13,876","13,490",386,2.8,2.9,3.2,-3.45,-12.5
2019,Monthly,11,November,County,Essex County,"5,505","5,336",169,3.1,3.1,3.1,0,0
2019,Monthly,11,November,County,Fairfax County,"646,369","633,377","12,992",2,2.1,2.2,-4.76,-9.09
2019,Monthly,11,November,County,Fauquier County,"37,959","37,171",788,2.1,2.1,2.4,0,-12.5
2019,Monthly,11,November,County,Floyd County,"8,350","8,167",183,2.2,2.3,2.3,-4.35,-4.35
2019,Monthly,11,November,County,Fluvanna County,"14,153","13,863",290,2,2.1,2.1,-4.76,-4.76
2019,Monthly,11,November,County,Franklin County,"26,620","25,891",729,2.7,2.7,2.7,0,0
2019,Monthly,11,November,County,Frederick County,"48,944","47,914","1,030",2.1,2.1,2.3,0,-8.7
2019,Monthly,11,November,County,Giles County,"8,001","7,780",221,2.8,2.8,2.9,0,-3.45
2019,Monthly,11,November,County,Gloucester County,"19,669","19,219",450,2.3,2.3,2.5,0,-8
2019,Monthly,11,November,County,Goochland County,"11,404","11,128",276,2.4,2.5,2.7,-4,-11.11
2019,Monthly,11,November,County,Grayson County,"8,129","7,909",220,2.7,2.5,2.6,8,3.85
2019,Monthly,11,November,County,Greene County,"10,687","10,466",221,2.1,2.1,2.3,0,-8.7
2019,Monthly,11,November,County,Greensville County,"4,287","4,160",127,3,3.1,3.3,-3.23,-9.09
2019,Monthly,11,November,County,Halifax County,"15,545","15,001",544,3.5,3.7,3.8,-5.41,-7.89
2019,Monthly,11,November,County,Hanover County,"60,163","58,896","1,267",2.1,2.2,2.4,-4.55,-12.5
2019,Monthly,11,November,County,Henrico County,"184,710","180,149","4,561",2.5,2.6,2.7,-3.85,-7.41
2019,Monthly,11,November,County,Henry County,"23,698","22,973",725,3.1,3,3.1,3.33,0
2019,Monthly,11,November,County,Highland County,"1,233","1,198",35,2.8,2.4,2.2,16.67,27.27
2019,Monthly,11,November,County,Isle of Wight County,"19,540","19,048",492,2.5,2.6,2.7,-3.85,-7.41
2019,Monthly,11,November,County,James City County,"36,717","35,860",857,2.3,2.4,2.6,-4.17,-11.54
2019,Monthly,11,November,County,King and Queen County,"3,867","3,774",93,2.4,2.2,2.7,9.09,-11.11
2019,Monthly,11,November,County,King George County,"13,625","13,302",323,2.4,2.4,2.5,0,-4
2019,Monthly,11,November,County,King William County,"9,309","9,089",220,2.4,2.6,2.7,-7.69,-11.11
2019,Monthly,11,November,County,Lancaster County,"5,462","5,310",152,2.8,2.8,2.8,0,0
2019,Monthly,11,November,County,Lee County,"8,279","7,955",324,3.9,3.9,3.4,0,14.71
2019,Monthly,11,November,County,Loudoun County,"226,387","221,820","4,567",2,2.1,2.3,-4.76,-13.04
2019,Monthly,11,November,County,Louisa County,"20,369","19,891",478,2.3,2.4,2.5,-4.17,-8
2019,Monthly,11,November,County,Lunenburg County,"5,300","5,152",148,2.8,2.9,2.7,-3.45,3.7
2019,Monthly,11,November,County,Madison County,"7,668","7,524",144,1.9,2,2.1,-5,-9.52
2019,Monthly,11,November,County,Mathews County,"4,161","4,050",111,2.7,2.7,2.7,0,0
2019,Monthly,11,November,County,Mecklenburg County,"12,420","11,963",457,3.7,3.8,3.4,-2.63,8.82
2019,Monthly,11,November,County,Middlesex County,"5,343","5,229",114,2.1,2.3,2.4,-8.7,-12.5
2019,Monthly,11,November,County,Montgomery County,"50,794","49,549","1,245",2.5,2.6,2.7,-3.85,-7.41
2019,Monthly,11,November,County,Nelson County,"7,595","7,424",171,2.3,2.3,2.6,0,-11.54
2019,Monthly,11,November,County,New Kent County,"12,679","12,417",262,2.1,2.1,2.3,0,-8.7
2019,Monthly,11,November,County,Northampton County,"5,486","5,286",200,3.6,3.2,4.4,12.5,-18.18
2019,Monthly,11,November,County,Northumberland County,"5,755","5,577",178,3.1,3,3,3.33,3.33
2019,Monthly,11,November,County,Nottoway County,"7,359","7,166",193,2.6,2.7,2.7,-3.7,-3.7
2019,Monthly,11,November,County,Orange County,"17,663","17,215",448,2.5,2.7,2.7,-7.41,-7.41
2019,Monthly,11,November,County,Page County,"12,072","11,718",354,2.9,2.8,3.2,3.57,-9.38
2019,Monthly,11,November,County,Patrick County,"7,206","6,975",231,3.2,3.1,3.3,3.23,-3.03
2019,Monthly,11,November,County,Pittsylvania County,"30,332","29,433",899,3,3.1,3,-3.23,0
2019,Monthly,11,November,County,Powhatan County,"14,382","14,049",333,2.3,2.3,2.3,0,0
2019,Monthly,11,November,County,Prince Edward County,"10,322","9,974",348,3.4,3.2,3.4,6.25,0
2019,Monthly,11,November,County,Prince George County,"15,309","14,847",462,3,3.2,3.2,-6.25,-6.25
2019,Monthly,11,November,County,Prince William County,"249,663","244,138","5,525",2.2,2.3,2.5,-4.35,-12
2019,Monthly,11,November,County,Pulaski County,"16,249","15,795",454,2.8,3,2.9,-6.67,-3.45
2019,Monthly,11,November,County,Rappahannock County,"3,777","3,697",80,2.1,2.2,2.4,-4.55,-12.5
2019,Monthly,11,November,County,Richmond County,"4,119","4,020",99,2.4,2.5,2.5,-4,-4
2019,Monthly,11,November,County,Roanoke County,"49,645","48,500","1,145",2.3,2.4,2.4,-4.17,-4.17
2019,Monthly,11,November,County,Rockbridge County,"10,883","10,621",262,2.4,2.4,2.5,0,-4
2019,Monthly,11,November,County,Rockingham County,"42,832","41,988",844,2,2,2.3,0,-13.04
2019,Monthly,11,November,County,Russell County,"11,227","10,820",407,3.6,3.6,3.6,0,0
2019,Monthly,11,November,County,Scott County,"9,154","8,910",244,2.7,2.7,3,0,-10
2019,Monthly,11,November,County,Shenandoah County,"22,423","21,928",495,2.2,2.2,2.5,0,-12
2019,Monthly,11,November,County,Smyth County,"13,857","13,388",469,3.4,3.7,3.5,-8.11,-2.86
2019,Monthly,11,November,County,Southampton County,"9,177","8,959",218,2.4,2.5,2.3,-4,4.35
2019,Monthly,11,November,County,Spotsylvania County,"68,133","66,433","1,700",2.5,2.6,2.7,-3.85,-7.41
2019,Monthly,11,November,County,Stafford County,"73,236","71,444","1,792",2.4,2.5,2.7,-4,-11.11
2019,Monthly,11,November,County,Surry County,"3,778","3,667",111,2.9,3,2.8,-3.33,3.57
2019,Monthly,11,November,County,Sussex County,"3,889","3,733",156,4,4,3.9,0,2.56
2019,Monthly,11,November,County,Tazewell County,"15,670","15,055",615,3.9,4,3.9,-2.5,0
2019,Monthly,11,November,County,Warren County,"20,787","20,275",512,2.5,2.5,2.7,0,-7.41
2019,Monthly,11,November,County,Washington County,"26,813","26,038",775,2.9,2.9,2.9,0,0
2019,Monthly,11,November,County,Westmoreland County,"9,648","9,358",290,3,2.8,3.1,7.14,-3.23
2019,Monthly,11,November,County,Wise County,"13,443","12,879",564,4.2,4.2,4.2,0,0
2019,Monthly,11,November,County,Wythe County,"13,790","13,350",440,3.2,3.3,3.6,-3.03,-11.11
2019,Monthly,11,November,County,York County,"32,868","32,073",795,2.4,2.4,2.6,0,-7.69
2019,Monthly,11,November,County,Alexandria city,"103,116","101,176","1,940",1.9,1.9,2,0,-5
2019,Monthly,11,November,County,Bristol city,"7,225","6,978",247,3.4,3.4,3.3,0,3.03
2019,Monthly,11,November,County,Buena Vista city,"3,533","3,451",82,2.3,2.3,2.7,0,-14.81
2019,Monthly,11,November,County,Charlottesville city,"26,824","26,300",524,2,2,2.2,0,-9.09
2019,Monthly,11,November,County,Chesapeake city,"122,966","119,807","3,159",2.6,2.7,2.8,-3.7,-7.14
2019,Monthly,11,November,County,Colonial Heights city,"8,936","8,679",257,2.9,3.1,3,-6.45,-3.33
2019,Monthly,11,November,County,Covington city,"2,371","2,282",89,3.8,3.7,3.5,2.7,8.57
