Adjusted,Adjusted Tooltip,Area,Area Name,Areadesc,Areaname(exclude),Areatype,Benchmark,Date,Datefield,Display MeasureName,Month,MonthNameS,Period,period (periodTAB),Period (Periodtitle),Periodstitle,Periodtitle,Periodtype,periodtype (periodTAB),Periodtype (Periodtitle),Periodyear,periodyear (periodTAB),Prelim,Selected Areaname,Year,year AL&US,Alemp NSA,Allf NSA,Alrate NSA,Alunem NSA,CMCYRate,CMPYRate,Display Table/Graph,Employment,Labor Force,Number of Records,PMCYRate,Unemployment,unemprate,Usemp NSA,Uslf NSA,Usrate NSA,Usunemp NSA
Not Seasonally Adjusted,not adjusted,3,Baldwin County,County,Baldwin County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,92055,95203,1,0,3148,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,5,Barbour County,County,Barbour County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,8027,8430,1,0,403,4.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,7,Bibb County,County,Bibb County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,8265,8577,1,0,312,3.6,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,9,Blount County,County,Blount County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,24337,25162,1,0,825,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,11,Bullock County,County,Bullock County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,4696,4931,1,0,235,4.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,13,Butler County,County,Butler County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,8599,8971,1,0,372,4.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,15,Calhoun County,County,Calhoun County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,43951,45936,1,0,1985,4.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,17,Chambers County,County,Chambers County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,14779,15335,1,0,556,3.6,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,19,Cherokee County,County,Cherokee County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,11269,11648,1,0,379,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,21,Chilton County,County,Chilton County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,19049,19686,1,0,637,3.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,23,Choctaw County,County,Choctaw County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,4573,4804,1,0,231,4.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,25,Clarke County,County,Clarke County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,7086,7597,1,0,511,6.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,27,Clay County,County,Clay County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,5830,6043,1,0,213,3.5,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,29,Cleburne County,County,Cleburne County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,5615,5851,1,0,236,4,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,31,Coffee County,County,Coffee County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,20106,20872,1,0,766,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,33,Colbert County,County,Colbert County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,22541,23499,1,0,958,4.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,35,Conecuh County,County,Conecuh County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,4310,4534,1,0,224,4.9,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,37,Coosa County,County,Coosa County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,4252,4420,1,0,168,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,39,Covington County,County,Covington County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,15270,15960,1,0,690,4.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,41,Crenshaw County,County,Crenshaw County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,6289,6529,1,0,240,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,43,Cullman County,County,Cullman County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,36849,37975,1,0,1126,3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,45,Dale County,County,Dale County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,19559,20341,1,0,782,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,47,Dallas County,County,Dallas County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,13958,14917,1,0,959,6.4,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,49,DeKalb County,County,DeKalb County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,29535,30538,1,0,1003,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,51,Elmore County,County,Elmore County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,36096,37291,1,0,1195,3.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,53,Escambia County,County,Escambia County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,13683,14286,1,0,603,4.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,55,Etowah County,County,Etowah County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,41403,43006,1,0,1603,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,57,Fayette County,County,Fayette County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,6211,6446,1,0,235,3.6,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,59,Franklin County,County,Franklin County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,13905,14379,1,0,474,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,61,Geneva County,County,Geneva County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,10710,11099,1,0,389,3.5,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,63,Greene County,County,Greene County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,2667,2841,1,0,174,6.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,65,Hale County,County,Hale County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,5918,6180,1,0,262,4.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,67,Henry County,County,Henry County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,6609,6885,1,0,276,4,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,69,Houston County,County,Houston County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,43818,45549,1,0,1731,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,71,Jackson County,County,Jackson County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,22605,23483,1,0,878,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,73,Jefferson County,County,Jefferson County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,302874,313696,1,0,10822,3.4,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,75,Lamar County,County,Lamar County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,5563,5767,1,0,204,3.5,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,77,Lauderdale County,County,Lauderdale County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,40783,42413,1,0,1630,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,79,Lawrence County,County,Lawrence County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,13662,14182,1,0,520,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,81,Lee County,County,Lee County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,73263,75791,1,0,2528,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,83,Limestone County,County,Limestone County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,41465,42862,1,0,1397,3.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,85,Lowndes County,County,Lowndes County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,3368,3622,1,0,254,7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,87,Macon County,County,Macon County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,7396,7808,1,0,412,5.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,89,Madison County,County,Madison County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,174623,180479,1,0,5856,3.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,91,Marengo County,County,Marengo County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,7246,7592,1,0,346,4.6,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,93,Marion County,County,Marion County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,12233,12700,1,0,467,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,95,Marshall County,County,Marshall County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,42045,43380,1,0,1335,3.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,97,Mobile County,County,Mobile County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,179806,187903,1,0,8097,4.3,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,99,Monroe County,County,Monroe County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,6749,7139,1,0,390,5.5,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,101,Montgomery County,County,Montgomery County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,101014,104926,1,0,3912,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,103,Morgan County,County,Morgan County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,55604,57397,1,0,1793,3.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,105,Perry County,County,Perry County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,3283,3488,1,0,205,5.9,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,107,Pickens County,County,Pickens County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,7579,7886,1,0,307,3.9,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,109,Pike County,County,Pike County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,14662,15286,1,0,624,4.1,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,111,Randolph County,County,Randolph County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,9357,9712,1,0,355,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,113,Russell County,County,Russell County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,22999,23875,1,0,876,3.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,115,St. Clair County,County,St. Clair County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,38665,39953,1,0,1288,3.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,117,Shelby County,County,Shelby County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,110969,113966,1,0,2997,2.6,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,119,Sumter County,County,Sumter County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,4549,4789,1,0,240,5,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,121,Talladega County,County,Talladega County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,33808,35142,1,0,1334,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,123,Tallapoosa County,County,Tallapoosa County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,17091,17759,1,0,668,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,125,Tuscaloosa County,County,Tuscaloosa County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,99787,103080,1,0,3293,3.2,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,127,Walker County,County,Walker County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,24069,25040,1,0,971,3.9,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,129,Washington County,County,Washington County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,6319,6678,1,0,359,5.4,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,131,Wilcox County,County,Wilcox County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,2505,2743,1,0,238,8.7,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,133,Winston County,County,Winston County,4,2019,Sep-18,9/1/18,One-Year Change,Sep,,9,9,9,SEP,,3,3,3,1/1/18,2018,0,Display,2018,2018,2132414,2212167,3.6,79753,0,0,1,9475,9854,1,0,379,3.8,156191000,161958000,3.6,5766000
Not Seasonally Adjusted,not adjusted,1,Autauga County,County,Autauga County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,25332,26227,1,0,895,3.4,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,3,Baldwin County,County,Baldwin County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,92576,95817,1,0,3241,3.4,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,5,Barbour County,County,Barbour County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,8060,8462,1,0,402,4.8,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,7,Bibb County,County,Bibb County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,8351,8697,1,0,346,4,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,9,Blount County,County,Blount County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,24468,25305,1,0,837,3.3,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,11,Bullock County,County,Bullock County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,4592,4832,1,0,240,5,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,13,Butler County,County,Butler County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,8605,8986,1,0,381,4.2,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,15,Calhoun County,County,Calhoun County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,44537,46509,1,0,1972,4.2,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,17,Chambers County,County,Chambers County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,14886,15452,1,0,566,3.7,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,19,Cherokee County,County,Cherokee County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,11278,11658,1,0,380,3.3,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,21,Chilton County,County,Chilton County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,19142,19794,1,0,652,3.3,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,23,Choctaw County,County,Choctaw County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,4677,4921,1,0,244,5,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,25,Clarke County,County,Clarke County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,7109,7611,1,0,502,6.6,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,27,Clay County,County,Clay County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,5890,6118,1,0,228,3.7,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,29,Cleburne County,County,Cleburne County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,5594,5810,1,0,216,3.7,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,31,Coffee County,County,Coffee County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,20049,20834,1,0,785,3.8,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,33,Colbert County,County,Colbert County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,22757,23744,1,0,987,4.2,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,35,Conecuh County,County,Conecuh County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,4274,4489,1,0,215,4.8,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,37,Coosa County,County,Coosa County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,4333,4502,1,0,169,3.8,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,39,Covington County,County,Covington County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,14937,15644,1,0,707,4.5,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,41,Crenshaw County,County,Crenshaw County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,6327,6564,1,0,237,3.6,156952000,162723000,3.5,5771000
Not Seasonally Adjusted,not adjusted,43,Cullman County,County,Cullman County,4,2019,Oct-18,10/1/18,One-Year Change,Oct,,10,10,10,OCT,,3,3,3,1/1/18,2018,0,Display,2018,2018,2153796,2234434,3.6,80638,0,0,1,36803,37961,1,0,1158,3.1,156952000,162723000,3.5,5771000
